id	bloque (no traducir)	titulo	cuerpo	enlace
105	Democracia Económica	Universalització del dret a que els serveis públics d’atenció a la dependència proporcionin una autonomia funcional plena	Universalitzarem el dret a que els serveis públics d’atenció a la dependència proporcionin una autonomia funcional plena, amb un pla d’implantació progressiva, i equipararem, a més a més, la situació laboral de les empleades de la llar a la de la resta de persones treballadores.	http://lasonrisadeunpais.es/fb-share/programa/ca/105.html
106	Democracia Económica	Eliminació de tots els incentius a l’ocupació a temps parcial i avanç cap a la progressiva implantació d’una jornada laboral màxima de 35 hores setmanals, amb còmput setmanal	Eliminació de tots els incentius a l’ocupació a temps parcial i avanç cap a la progressiva implantació d’una jornada laboral màxima de 35 hores setmanals, amb còmput setmanal. Amb aquestes mesures tractarem d’evitar, d’una banda, la dualitat entre jornades laborals interminables per a algunes persones (sobretot homes), unes jornades que a més a més son incompatibles amb una adequada planificació de les cures i, d’altra banda, l’ocupació precària a temps parcial, la subocupació, les interrupcions que impedeixen un reingrés laboral en bones condicions o la pèrdua de drets socials per a altres (sobretot dones).	http://lasonrisadeunpais.es/fb-share/programa/ca/106.html
107	Democracia Económica	Lluita contra la bretxa salarial de gènere	Adoptarem mesures contra la desigualtat retributiva entre homes i dones que permetin fer front als diferents obstacles amb què es troben les dones a l’hora d’accedir al mercat laboral, ja sigui per compte aliè o per compte propi. En particular, establirem mesures de recolzament a la participació de les dones als consells d’administració similars a les introduïdes recentment en altres països del nostre entorn, com França o Alemanya.	http://lasonrisadeunpais.es/fb-share/programa/ca/107.html
108	Democracia Económica	Jubilació als 65 anys i lluita contra la pèrdua del poder adquisitiu	Derogarem la reforma de les pensions que va aprovar el Govern del PSOE en 2010, el que comporta el restabliment de l’edat de jubilació als 65 anys, i derogarem la reforma de les pensions que va aprovar el Govern del PP en 2014, amb el que recuperarem la indexació de les pensions a l’índex de preus de consum (IPC), de manera que es garanteixi al pensionista quina serà la capacitat adquisitiva de la seva pensió al llarg de tot el seu cicle com a pensionista. Es derogarà, per a això, la Llei 23/2013, de 23 de desembre, reguladora del factor de sostenibilitat i de l’índex de revaloració del sistema de pensions de la Seguretat Social.	http://lasonrisadeunpais.es/fb-share/programa/ca/108.html
109	Democracia Económica	Compromís de garantir la sostenibilitat del sistema de pensions amb la introducció progressiva del finançament per via impositiva	Garantirem la sostenibilitat del sistema de pensions amb la introducció progressiva del finançament per via impositiva tant per a les prensions de mort i supervivència (viudetat, orfandat i favor de familiars), que es paguen actualment amb càrrec a la Seguretat Social, com per a l’increment de la despesa derivada de l’augment en l’esperança de vida de les noves cohorts de pensionistes que s’incorporen al sistema en el cas de les pensions contributives.	http://lasonrisadeunpais.es/fb-share/programa/ca/109.html
110	Democracia Económica	Revisió i progressiva supressió dels règims especials de cotització per a noves afiliacions	Abolirem els règims especials, llevat els que es justifiquin per la pròpia naturalesa del treball, per a tots aquells treballadors que s’incorporin per primer cop a la Seguretat Social.	http://lasonrisadeunpais.es/fb-share/programa/ca/110.html
111	Democracia Económica	Foment de la previsió col·lectiva de caràcter públic enfront la individual	Fomentarem la previsió col·lectiva de caràcter públic enfront la individual i, en qualsevol cas, eliminarem els beneficis fiscals per a la previsió complementària individual, com al cas dels plans de pensions privats.	http://lasonrisadeunpais.es/fb-share/programa/ca/111.html
112	Democracia Económica	Augment de les pensions no contributives	Dissenyarem una estratègia que permeti l’augment progressiu de les pensions no contributives al llarg dels quatre anys de legislatura.	http://lasonrisadeunpais.es/fb-share/programa/ca/112.html
113	Democracia Económica	Eliminació del límit màxim a les cotitzacions dels salaris més alts	Eliminarem el límit màxim a les cotitzacions, sense necessitat d’incrementar la pensió màxima en similar proporció.	http://lasonrisadeunpais.es/fb-share/programa/ca/113.html
114	Democracia Social	Accés universal a la targeta sanitària	"Durem a terme una modificació legislativa orientada a blindar el caràcter universal de la sanitat espanyola. Amb això garantirem que el nostre sistema de salut compleixi amb els drets humans:

- Cobertura sanitària universal: dret a la targeta sanitària per a totes les persones, també per als immigrants o emigrants de nacionalitat espanyola, els quals perden l'accés a la cobertura sanitària universal noranta dies després de la seva sortida del país.
- Derogació del Reial decret 16/2012, de 20 d'abril, de mesures urgents per garantir la sostenibilitat del Sistema Nacional de Salut i millorar la qualitat i seguretat de les seves prestacions, mitjançant el qual es va destruir la universalitat de l'assistència sanitària a Espanya."	http://lasonrisadeunpais.es/fb-share/programa/ca/114.html
115	Democracia Social	Increment del pressupost públic en sanitat en 8.800 milions d'euros	Davant de les retallades de la despesa sanitària escomeses en l'última legislatura, revertirem de manera immediata el pressupost anual destinat a despesa sanitària per recuperar durant el primer any de legislatura els nivells de dotació previs a 2012.	http://lasonrisadeunpais.es/fb-share/programa/ca/115.html
116	Democracia Social	Ampliació de la cartera de medicaments finançats	Estudiarem i avaluarem la cartera de medicaments finançats pel sistema sanitari per després procedir a la seva ampliació.	http://lasonrisadeunpais.es/fb-share/programa/ca/116.html
117	Democracia Social	Prescripció responsable de medicaments: un model que dispensa dosi i no capses	Dissenyarem un pla estatal orientat al canvi gradual en el model de prescripció i dispensació de medicaments en el sistema públic. Promourem l'obertura de negociacions conjuntes amb els laboratoris per a la reformulació dels mecanismes d'empacat (monodosis i altres variacions) i dispensació de medicaments, de manera que sigui possible prescriure i dispensar en tots els punts autoritzats únicament el nombre de dosis necessàries en cada tractament.	http://lasonrisadeunpais.es/fb-share/programa/ca/117.html
118	Democracia Social	Universalització de les receptes electròniques: estalvi en el temps dels professionals i en els diners de tothom.	A iniciativa del Consell Interterritorial del Sistema Nacional de Salut, dissenyarem una plataforma que faci recognoscibles les receptes electròniques de totes les comunitats autònomes en les quals ja estan implantades; i, així mateix, elaborarem una proposta per incentivar activament la seva implantació en aquelles comunitats en les quals encara no existeix.	http://lasonrisadeunpais.es/fb-share/programa/ca/118.html
119	Democracia Social	Aliments sense contaminants: prohibició de l'ús de bisfenol A	Implementarem una política activa d'eradicació de productes contaminants en l'alimentació. En aquest sentit, prohibirem l'ús del bisfenol A (BPA) en la fabricació de qualsevol tipus de material que pugui entrar en contacte amb aliments i begudes (portaviandes, llaunes, biberons, etcètera), per això dissenyarem una legislació similar a la desenvolupada a França en 2012.	http://lasonrisadeunpais.es/fb-share/programa/ca/119.html
120	Democracia Social	Llei per a la Lliure Disposició de la Pròpia Vida	"Aprovarem una llei que possibiliti la lliure disposició de la pròpia vida i que reguli el marc de la presa de decisions sobre aquest tema. Igualment, derogarem l'apartat 4 de l'article 143 del Codi Penal.

Promourem un debat entre la ciutadania i els professionals de la salut sobre el grau d'autonomia de les persones en la presa de decisions relativa als últims moments de la vida, sobre el testament vital i de la mort digna."	http://lasonrisadeunpais.es/fb-share/programa/ca/120.html
121	Democracia Social	Medicaments: I+D+i i transparència	"Iniciarem una estratègia estatal orientada a incidir en la innovació dins de l'àmbit dels medicaments, guiada pels criteris de salvaguarda del dret a la salut i la cobertura universal de pacients i malalties.

Treballarem per implementar mecanismes que garanteixin preus justos per a les patents registrades per laboratoris que reben finançament públic a través del suport fiscal a la I+D+i. Buscarem vies d'acord amb els laboratoris per posar fi a l'especulació dels preus dels medicaments al mercat mundial."	http://lasonrisadeunpais.es/fb-share/programa/ca/121.html
122	Democracia Social	Les TIC al servei de la salut: creació d'una plataforma digital estatal d'accés a les històries clíniques	A proposta del Consell Interterritorial del Sistema Nacional de Salut, dinamitzarem la plataforma digital que facilita l’accés a les històries clíniques dels pacients a qualsevol usuari autoritzat del sistema sanitari. Gràcies a les tecnologies de la informació i de la comunicació (TIC), l’accés a les històries clíniques constituirà una garantia per a la salut dels pacients i un mecanisme d’estalvi per al sistema, doncs evitarà la duplicació de proves innecessàries.	http://lasonrisadeunpais.es/fb-share/programa/ca/122.html
123	Democracia Social	La salut: un enfocament transversal a totes les polítiques públiques	"Elaborarem una línia d'actuació estatal destinada a incorporar la salut com a qüestió transversal a totes les polítiques públiques: ocupació, habitatge, alimentació, infraestructures, educació, justícia, infància, etcètera.

Adoptarem les propostes i les estratègies de l'Organització Mundial de la Salut (OMS) per actuar de manera integral sobre els determinants socials de la salut."	http://lasonrisadeunpais.es/fb-share/programa/ca/123.html
124	Democracia Social	I+D+i: potenciació de les línies de recerca i actuació sobre gènere i salut	Recolzarem la creació de línies d'estudi i recerca en el camp de la salut i del gènere. Per això, desenvoluparem línies de recerca orientades a identificar la mediació del gènere en la salut i en la malaltia, així com mecanismes que traslladin al sistema sanitari les principals conclusions que es derivin de la recerca.	http://lasonrisadeunpais.es/fb-share/programa/ca/124.html
125	Democracia Social	RedETS: avaluació dels programes que aporten més salut a la gent	Ampliarem la responsabilitat assumida per la Xarxa Espanyola d'Agències d'Avaluació de Tecnologies Sanitàries i Prestacions del Sistema Nacional de Salut (RedETS) per compilar, estandarditzar i publicar tota la informació relativa a l'avaluació de les polítiques públiques en el camp de la salut.	http://lasonrisadeunpais.es/fb-share/programa/ca/125.html
126	Democracia Social	Un règim únic per a tothom: la Seguretat Social	"Engegarem un procés progressiu de convergència dins de la Seguretat Social de la multiplicitat de règims especials existents.

Promourem l’homogeneïtzació de la cartera de prestacions per a tot el personal funcionari."	http://lasonrisadeunpais.es/fb-share/programa/ca/126.html
127	Democracia Social	Llei de Transparència del Sistema Sanitari	Aprovarem una Llei de Transparència del Sistema Sanitari que animi a la participació dels professionals i la ciutadania, que obligui a la transparència en la gestió dels recursos i processos de contractació, que avaluï les polítiques públiques sobre salut i generi mecanismes de rendició de comptes.	http://lasonrisadeunpais.es/fb-share/programa/ca/127.html
128	Democracia Social	Aprovació d'una «Llei Celíaca»	"Amb la finalitat de modernitzar una legislació que s'ha quedat obsoleta enfront de l'avanç de la ciència mèdica, començarem per promulgar una «Llei Celíaca», ja que els celíacs pateixen dificultats per accedir als aliments bàsics que garanteix la Constitució espanyola.

Combatrem la discriminació laboral i escolar, tant en l'àmbit públic com en el privat, de les persones que sofreixen malalties que tenen un tractament eficaç, com ara celíacs i diabètics.

La «Llei Celíaca» es basarà en els següents principis:

- Recerca, prevenció, promoció i tractament relacionat amb la malaltia celíaca.
- Creació i publicació d'un llistat d'aliments sense gluten, de gestió pública per evitar clientelismes i especulacions. Identificació d'aquests aliments i de la publicitat que els dóna a conèixer mitjançant un segell controlat pel Ministeri de Sanitat, en el qual s'especifiqui el seu origen completament públic.
- Inclusió de l'opció lliure de gluten en totes les accions del Govern destinades al suport alimentari de la població.
- Optimització de les estratègies d'intervenció sociosanitària per garantir un diagnòstic i un tractament precoç de la malaltia celíaca, així com un adequat seguiment del pacient.
- Elaboració d'una guia de bones pràctiques clíniques, publicada i distribuïda entre els treballadors sanitaris, que serà revisada i actualitzada anualment.
- Incentivament i promoció de restaurants, bars i forns de pa, per a l'elaboració i venda d'aliments lliures de gluten.
- Realització de controls periòdics per a la detecció de la celiaquia a infants en edat d'escolaritat obligatòria.

Finalment, estudiarem diferents ajudes directes a celíacs, independentment de la seva edat, en funció del seu grup poblacional (famílies nombroses, aturats/ades i persones que percebin un subsidi no contributiu, jubilats/ades, discapacitats/ades, grups en risc d'exclusió social) i segons les normes que determini el Ministeri de Sanitat."	http://lasonrisadeunpais.es/fb-share/programa/ca/128.html
129	Democracia Social	Fi dels desnonaments i despenalització de l'ús d'habitatges buits i abandonats	"Promourem una llei orgànica de protecció del dret a la inviolabilitat del domicili i prohibició dels desallotjaments forçosos sense alternativa habitacional, de manera que en cap cas es podrà realitzar el desallotjament o desnonament de persones en situació de vulnerabilitat, ja sigui per impagament de lloguer o ocupació en precari motivada per la falta d'habitatge, sense que l'administració competent garanteixi un reallotjament adequat.

Treballarem en l'habilitació de processos judicials garantistes en els casos en els quals pogués produir-se una restricció del dret a la inviolabilitat del domicili.

Promourem la despenalització de l'ús d'habitatges buits i abandonats."	http://lasonrisadeunpais.es/fb-share/programa/ca/129.html
130	Democracia Social	Dret a la dació en pagament	"- Limitació de la responsabilitat del deutor hipotecari al ben hipotecat.
- Dret a la dació en pagament amb caràcter retroactiu."	http://lasonrisadeunpais.es/fb-share/programa/ca/130.html
131	Democracia Social	Accés garantit als subministraments bàsics	"Garantirem l'accés als subministraments bàsics com a part del dret a un habitatge digne i adequat. Per facilitar que així sigui, proposem el següent:

- El dret al contracte de subministrament només requerirà l'empadronament.
- S'impediran els talls de subministraments bàsics d'aigua, llum i gas a aquelles persones i unitats familiars que estiguin patint una situació de vulnerabilitat.
- El pagament dels subministraments bàsics per a les famílies en aquesta situació es farà d'acord amb la capacitat adquisitiva de la unitat familiar, respectant sempre els estàndards de l'Organització de les Nacions Unides (ONU).
- Les despeses associades a garantir aquest dret i el deute acumulat que no puguin ser cobertes per les persones vulnerables seran assumides per les empreses subministradores, que hauran de complir amb els estàndards de responsabilitat social corporativa imposats per la llei.

A més, estudiarem la possibilitat de crear una empresa subministradora pública."	http://lasonrisadeunpais.es/fb-share/programa/ca/131.html
132	Democracia Social	Lloguer estable i assequible	"Promourem una reforma de la Llei 29 / 1994, de 24 de novembre, d'arrendaments urbans, per facilitar un lloguer estable i assequible:

- Es regularà el lloguer per protegir a la part en general més feble en els contractes d'arrendament: els inquilins.
- S'introduiran mecanismes per assegurar la renda i la seva estabilitat, de manera que s'allargui el termini mínim per prorrogar el lloguer de l'habitatge habitual fins als cinc anys.
- Quan l'arrendatari pertanyi a un col·lectiu especialment vulnerable i l'arrendador sigui un gran propietari d'habitatges (és a dir, propietari d'almenys deu habitatges), es produirà una pròrroga automàtica del contracte de lloguer.
- Es garantirà el lloguer social per a les persones deutores de bona fe i les seves unitats familiars que, després d'haver cedit o perdut en execució hipotecària el seu habitatge únic i habitual, no disposin d'alternativa habitacional. Els garants d'aquest lloguer social seran els grans propietaris d'habitatge, en especial les entitats financeres i filials immobiliàries, els fons “buitre” i les entitats de gestió d'actius (inclosos els procedents de la reestructuració bancària i les entitats immobiliàries), en les mans de les quals es troben pisos buits amb els quals es crearà un parc públic d'habitatge en lloguer social, una vegada que l'Administració reguli aquest procés mitjançant una llei.
- Igualment, es regularà per llei el concepte de lloguer social, que no podrà superar el 30 % de la renda familiar (subministraments bàsics inclosos). Així mateix, es tindrà en compte la delimitació del nombre de membres de la unitat familiar per reduir la quantia fins a un llindar sostenible.
- Modificar el procediment de desnonament en règim de lloguer per a garantir el dret de defensa dels inquilins."	http://lasonrisadeunpais.es/fb-share/programa/ca/132.html
133	Democracia Social	Garanties de defensa i de prova en el procediment de l'execució hipotecària	Canviarem el procediment d'execució hipotecària per garantir tots els mitjans de defensa i de prova per a la protecció del deutor hipotecari, en compliment de les sentències del Tribunal de Justícia de la Unió Europea (entre d’altres, l'assumpte C-415/11, Mohamed Aziz contra CatalunyaCaixa, sentència del 14 de març de 2013; i l'assumpte C-169/14, Sánchez Morcillo contra BBVA, sentència del 17 de juliol de 2014) per a cessar en l'incompliment de la Directiva 93/13 de la Unió Europea sobre les clàusules abusives en els contractes celebrats amb consumidors i l'article 47 de la Carta dels Drets Fonamentals de la Unió Europea, així com amb el protocol facultatiu del Pacte Internacional de Drets Econòmics, Socials i Culturals.	http://lasonrisadeunpais.es/fb-share/programa/ca/133.html
134	Democracia Social	Reforma de la Llei 18/2007, de 28 de desembre, del dret a l'habitatge	"Proposem un nou concepte de planificació de l'habitatge amb dues grans novetats: afecta a l'habitatge privat i s'estableixen mesures de foment, d'intervenció i control del mercat.

- Crear un concert institucional per establir les directrius a la programació en matèria d'habitatge.
- Regular la composició d'una Mesa de Concertació amb representació de l'Estat, de les comunitats autònomes, dels municipis, de les associacions d'habitatge públic, del tercer sector, dels inquilins, etcètera.
- Prohibir la privatització del parc públic d'habitatge en lloguer.
- Crear figures jurídiques que incentivin la cessió en usdefruit dels propietaris a l'Administració Pública d'habitatges per a la creació del parc públic de lloguer social (garantia de cobrament i conservació).
- Definir el procediment sancionador en cas d'incompliment de la funció social de l'habitatge per part dels propietaris de més de deu habitatges, amb especial agreujant per a les situacions d’abandó, pel menyscapte que suposa per al dret a la ciutat i a la convivència. El procediment contemplaria la cessió obligatòria en els casos greus.
- Gravar un impost als propietaris d'habitatge buit.
- Calcular el percentatge d'habitatge disponible per a lloguer assequible.
- Establir un marc de negociació entre l'Estat, la banca i els fons, en el qual s'exigeixin, a canvi dels milers de milions d'euros que va costar el rescat a la banca, certes compensacions per poder generar el parc d'habitatges de lloguer social i assequible.
- Reconèixer i promocionar noves formes de tinença, com la cessió d'ús, l'usdefruit o les cooperatives de lloguer.
- Promoure nous professionals i nous models de gestió per rellançar l'habitatge públic i generar una economia social entorn d'aquest bé de primera necessitat, que permeti defensar, reforçar o crear (segons els casos) entitats públiques al servei de l'habitatge; cooperatives d'habitatge en règim de cessió d'ús; empreses privades, professionals, sense ànim de lucre o amb ànim de lucre limitat que gestionin habitatge assequible d'acord amb les polítiques públiques, encara que es garanteixi la seva independència; i entitats del mateix tipus que les anteriors, però que gestionin lloguer social (i que, per tant, requereixin i rebin més ajudes públiques per poder operar).
- Promoure les associacions d'inquilins, amb la finalitat de defensar els interessos d'aquest col·lectiu en relació amb el mercat (millors serveis) i les administracions (més i millors ajudes)."	http://lasonrisadeunpais.es/fb-share/programa/ca/134.html
135	Democracia Social	Garantia constitucional dels drets socials	Modificarem l'article 53 de la Constitució espanyola per equiparar els drets econòmics, socials i culturals als drets civils i polítics.	http://lasonrisadeunpais.es/fb-share/programa/ca/135.html
136	Democracia Social	13 700 milions d'euros per a l'educació pública: places escolars gratuïtes i de proximitat per a tots els nens i totes les nenes	"Procedirem a l'increment progressiu de la partida destinada a educació al llarg de tota la legislatura fins a aconseguir els 13 700 milions d'euros al final de 2020.

Si és possible, tractarem d'aconseguir l'objectiu de 15 600 milions d'euros en despesa educativa, la qual cosa ens situaria en l'actual mitjana de despesa dels països de l'Organització per a la Cooperació i el Desenvolupament Econòmic (OCDE), amb un 5,6% del PIB. Es treballarà per aconseguir que, a llarg termini, la despesa educativa a Espanya aconsegueixi el 7% del PIB.

Promourem l'educació pública, gratuïta, laica i de qualitat com a eix vertebrador del sistema educatiu, i garantirem que, una vegada passat l'equador de la legislatura, hi haurà places escolars públiques gratuïtes de proximitat al domicili familiar per a tots els nens i totes les nenes:

- L'oferta de places escolars concertades seguirà finançant-se amb recursos públics només en els casos en què sigui necessari, és a dir, a causa d'una insuficiència de l'oferta a la xarxa pública (amb la finalitat de pal·liar aquestes insuficiències, s'incrementarà progressivament el percentatge dels fons públics destinats a la xarxa pública).
- S'oferirà una educació laica, en considerar-se que les creences religioses formen part de la intimitat de cada persona.
- Fixar la inclusivitat, i assegurar la igualtat d'oportunitats després de la finalització de l'etapa obligatòria.
- Promoure la creativitat, el pensament crític, l'esperit solidari i el profund respecte amb els drets humans i el medi ambient."	http://lasonrisadeunpais.es/fb-share/programa/ca/136.html
137	Democracia Social	Una nova Llei d'Educació, que neixi del debat i la participació de tota la comunitat educativa	"Derogarem la Llei Orgànica per a la Millora de la Qualitat Educativa (LOMQE) i promourem un ampli debat en la comunitat educativa per tal de formular una nova Llei d'Educació que compti amb la major participació i el major suport possible de la comunitat educativa. Els nostres objectius seran:

- Posar fi a la inestabilitat del sistema educatiu espanyol que, en els últims trenta-tres anys, ha elaborat set lleis diferents sense comptar gairebé amb la participació de la comunitat educativa.
- La nova Llei d'Educació buscarà el desenvolupament personal i social de les persones al llarg de tota la vida. També estarà molt present l'educació ambiental com a part del desenvolupament curricular dels centres."	http://lasonrisadeunpais.es/fb-share/programa/ca/137.html
138	Democracia Social	Pla Estatal d'Educació Inclusiva	"Elaborarem un Pla Estatal d'Educació Inclusiva que reconegui la diversitat de l'alumnat i garanteixi la seva plena integració, tant en l'ensenyament obligatori com en el postobligatori.

- L'escolarització de l'alumnat amb diversitat funcional es realitzarà en centres ordinaris, proveïts dels recursos materials i personals necessaris per a la seva educació.
- Els centres d'educació especial actuals i el seu personal s'integraran a la xarxa d'ensenyament ordinari, i es podran establir com a centres de recursos per a l'educació especial.
- La formació contínua del professorat en metodologies pedagògiques innovadores i inclusives serà d'obligat compliment. Cada any es programarà el finançament del servei en funció del nombre d'alumnes i de la seva ubicació.

Igualment, establirem un nou procés de baremació de ràtios professionals / alumnes en l'atenció educativa de l'alumnat amb necessitats especials, que tingui en compte no solament el nombre d'alumnes, sinó també les seves característiques personals i familiars, les del centre i, així mateix, les característiques sociodemogràfiques de l'entorn del centre. En última instància, l'assignació de recursos es realitzarà atenent al criteri dels professionals de l'ensenyament del centre i en cap cas a criteris únics de proporció de l'alumnat amb necessitats especials."	http://lasonrisadeunpais.es/fb-share/programa/ca/138.html
139	Democracia Social	Dret a una educació vehiculada en les llengües cooficials	"A més del castellà, idioma oficial en tot el territori estatal, existeixen altres llengües amb diferent estatus jurídic en els seus respectius estatuts d'autonomia. Totes elles, al costat del castellà, són patrimoni cultural i lingüístic de tot l'Estat.

Ja que la ciutadania té dret al fet que els seus estudis estiguin vehiculats en aquestes llengües, és necessària la normalització lingüística a través del respecte a les decisions culturals i pedagògiques que han adoptat les diferents comunitats autònomes i a la Carta Europea de les Llengües Minoritàries o Regionals. Per això, garantirem l'accés a l'aprenentatge en les llengües cooficials a qualsevol territori de l'Estat, a través de centres específics i de la promoció dels intercanvis escolars entre comunitats autònomes. I es fomentarà la identitat cultural mitjançant el coneixement de l'entorn i la interculturalitat, amb un currículum adaptat a la llengua i cultura de cada territori de l'Estat espanyol."	http://lasonrisadeunpais.es/fb-share/programa/ca/139.html
140	Democracia Social	Pla d'Aprenentatge Integrat de Llengües Estrangeres	"Desenvoluparem un Pla d'Aprenentatge Integrat de Llengües Estrangeres per a l'educació primària i secundària, orientat a millorar l'aprenentatge de les llengües estrangeres i combatre la segregació social associada al currículum diferenciat en els actuals programes.

- El pla haurà de garantir que no representa una desigualtat per a l'alumnat de diferent origen social.
- El pla es desenvoluparà durant quatre cursos escolars: durant el primer any es realitzarà un diagnòstic i una avaluació de la situació actual, i es crearà un nou pla consensuat amb la comunitat educativa. Durant el segon i el tercer any es crearà un programa pilot en diversos centres, que se sotmetrà a avaluació. I, finalment, durant el quart any s'estendrà a tots els centres escolars del país."	http://lasonrisadeunpais.es/fb-share/programa/ca/140.html
141	Democracia Social	Normalització de les metodologies participatives	"Promourem el desenvolupament de noves pràctiques educatives basades en metodologies actives i participatives de l'alumnat, per al que s'integrarà el coneixement que l'alumnat construeix col·lectivament, es potenciarà el desenvolupament de les intel·ligències múltiples harmonitzades i es generaran espais creatius i col·laboratius entre alumnat i professorat.

Apostarem perquè l'ensenyament de les arts enforteixi una visió del món des de la sensibilitat, l'emoció i el desenvolupament de la cognició.

Desenvoluparem un pla estatal per a la promoció de biblioteques d'aula, el programari lliure i recursos educatius oberts, les pàgines web i altres formes de magatzematge d'informació i recursos de caràcter cooperatiu.

Engegarem sistemes per a la transferència, l’extensió i el perfeccionament de les experiències innovadores."	http://lasonrisadeunpais.es/fb-share/programa/ca/141.html
142	Democracia Social	Generalització dels centres integrats d'ensenyaments de règim general i especial de música i dansa	"Estendrem els centres integrats en els quals s'imparteixen de forma simultània els ensenyaments de règim general i els ensenyaments de règim especial de música i dansa, i fomentarem la normalització dels cossos docents dels conservatoris en totes les etapes de l'educació artística.

Així mateix, integrarem els ensenyaments artístics superiors en el sistema universitari."	http://lasonrisadeunpais.es/fb-share/programa/ca/142.html
143	Democracia Social	Intel·ligència emocional	Incorporarem una assignatura sobre intel·ligència emocional a l'Educació Secundària Obligatòria (ESO), així com una estratègia de formació de formadors que permeti la incorporació de les eines de la psicologia cognitiva, la psicoanàlisi i altres branques de la psicologia al conjunt de les estratègies pedagògiques de l’aula.	http://lasonrisadeunpais.es/fb-share/programa/ca/143.html
144	Democracia Social	Dotació de majors competències als consells escolars	"Recolzarem que el consell escolar —màxim òrgan de govern a cada centre— sigui qui triï al director o directora del centre, participi en el projecte educatiu i en les seves decisions de millora. Aquesta participació dels consells escolars constitueix la millor garantia de participació democràtica de tota la comunitat educativa.

Els consells escolars elaboraran els reglaments orgànics de cada centre amb la participació de la comunitat educativa, i seran garantits per una inspecció d’educació totalment independent."	http://lasonrisadeunpais.es/fb-share/programa/ca/144.html
145	Democracia Social	Nou sistema d'accés a la funció pública docent	"Instaurarem un nou sistema d'accés a la funció pública docent, que estigui sustentat en criteris d'objectivitat i transparència, en el qual s’avaluïn coneixements específics d'àrea o matèria, així com la capacitació pedagògica i les habilitats professionals, amb un ampli període de pràctica i una ponderació tant dels mèrits professionals com acadèmics.

Revisarem i crearem un nou model de borses d’interinatge, per a això dotarem als centres de plantilles més estables (actualment ocupen un alt percentatge d'inestabilitat laboral).

A més, vivim en un context social en evolució, amb cultures en transformació i innovacions pedagògiques, que no demanda una educació estàtica. Apostarem, per tant, per uns professionals preparats per a la innovació, l'evolució, la flexibilitat i la competència, establint una formació inicial que asseguri una sòlida formació pedagògica i una pràctica adequada a les noves metodologies i reptes educatius. Entenem que el desenvolupament professional ha de produir-se al llarg de tota la docència, la qual cosa afavorirà la formació en igualtat de gènere i coeducació, en assetjament escolar, en multiculturalitat i en el respecte al medi ambient, així com en el treball col·laboratiu amb les famílies i en el disseny de programes per afavorir l'equitat."	http://lasonrisadeunpais.es/fb-share/programa/ca/145.html
146	Democracia Social	Disminució de la ràtio d'alumnat per aula	"Advocarem per la disminució de la ràtio d'alumnat per aula per tornar a la situació anterior al 2008, amb màxims de 8, 12 o 16 alumnes en primer cicle, i amb un màxim de 20 alumnes en segon cicle d'educació infantil. Es buscarà l'aproximació gradual a les recomanacions realitzades per la Xarxa d'Atenció a la Infància de la Comissió Europea: 25 alumnes en primària i secundària; 30 alumnes en batxillerat; 15 alumnes en formació professional bàsica, i 25 alumnes en els cicles formatius de grau mitjà i superior.

Recuperarem, amb caràcter urgent, les ràtios per obrir i tancar escoles dins del món rural: 5 per obrir-les i 3 per tancar-les.

Aplicarem coeficients de reducció en funció dels alumnes amb necessitats educatives especials presents a l'aula.

Reduirem les hores de docència directa amb la finalitat de fer viable una educació de qualitat, que contempli en l'horari del professorat els temps necessaris per a la coordinació dels equips i la recerca i reflexió sobre la pràctica docent."	http://lasonrisadeunpais.es/fb-share/programa/ca/146.html
147	Democracia Social	Pla de Suport a Centres i Equipaments Escolars	"Elaborarem un pla de centres i equipaments escolars per assegurar una oferta pública en tots els racons de l'Estat:

- El pla contemplarà el progressiu increment pressupostari necessari perquè s'assegurin uns requisits mínims per a tots els centres escolars de l'Estat en dotacions de recursos materials i infraestructures.
- Els centres de nova construcció comptaran amb experts en educació per edificar centres escolars adaptats per a l'ensenyament, on s'atenguin les necessitats de l'alumnat amb diversitat funcional i, en definitiva, es garanteixin les arquitectures, espais i temps que ajudin al bon fer tant del professorat com de l'alumnat."	http://lasonrisadeunpais.es/fb-share/programa/ca/147.html
148	Democracia Social	Educació infantil de 0 a 6 anys universal i gratuïta	"Posarem els mitjans pressupostaris per oferir una educació infantil de 0 a 6 anys que sigui universal, gratuïta i de qualitat, i li atorgarem una identitat educativa plena i pròpia en les mateixes condicions ponderades que la resta de les etapes del sistema educatiu. Per a això, elaborarem un projecte de llei que garanteixi l'estabilitat de la xarxa d'escoles infantils públiques i l'accés dels usuaris en igualtat de condicions.

Així mateix, desenvoluparem un pla específic de coeducació en aquesta xarxa, com a primer pas cap a una educació no sexista, i generarem espais per a la capacitació en criança respectuosa i per a l'acompanyament a demanda de famílies i docents, amb l'objectiu de desenvolupar les seves habilitats educatives i de relació amb els menors.

Recolzarem especialment, amb caràcter preventiu i d'intervenció social, a les famílies en situació de vulnerabilitat social."	http://lasonrisadeunpais.es/fb-share/programa/ca/148.html
