id	bloque	titulo	cuerpo	enlace
5.2	PLAN DE ESTÍMULO A LA ACTIVIDAD ARTÍSTICA Y CULTURAL	Estatuto del Artista y del Profesional de la Cultura	"Como medida de estímulo a la actividad y para acabar con la precariedad, 
desarrollaremos e implementaremos un Estatuto del Artista
y del Profesional de la Cultura, adaptado a las características de 
intermitencia del sector cultural y que comprenda tanto la actividad
desarrollada por aquellos que realizan su trabajo por cuenta ajena o
por cuenta propia. Dicho estatuto contemplará la especificidad de
los ingresos de corte irregular de los profesionales de la cultura y
creará una fiscalidad que se adapte a sus necesidades y que desemboque 
en una tributación justa tanto para la Hacienda Pública como
para los interesados.

Entre otras medidas fiscales, vincularemos para todo tipo de autónomos 
la liquidación de los impuestos trimestrales con la fecha de
pago del servicio prestado y no con la emisión de la correspondiente factura. 
En el caso de los trabajadores intermitentes, cuyas rentas
sean elevadas pero irregulares en el tiempo, se establecerá un criterio
de prorrateo a efectos de la aplicación del tipo fiscal correspondiente, con el 
objetivo de garantizar sobre estas rentas la progresividad
contemplada en la Ley del Impuesto sobre la Renta de las Personas
Físicas (LIRPF). Asimismo, se modificará el grupo específico de epígrafes 
en el impuesto sobre actividades económicas (IAE) para adaptarlo a las nuevas 
necesidades de los profesionales culturales por
cuenta propia, con la idea de unificar el sector y vincular las medidas
expuestas a sus características concretas.

En el terreno de la Seguridad Social, incluiremos un régimen específico de 
intermitentes culturales, enmarcado tanto en el Régimen
General (para trabajadores por cuenta ajena) como en el de Autónomos
(para trabajadores por cuenta propia), con el fin de contemplar todas
las posibles situaciones profesionales donde los artistas y los trabajadores 
de la cultura pueden encontrarse. Fomentaremos la contratación laboral y 
eliminaremos el sistema de falsos autónomos incorporando el sistema de 
intermitencia en el régimen general cuando las
características específicas de la prestación del servicio así lo determinen. 
En el caso de los trabajadores autónomos, modificaremos el sistema para que 
desarrollen su profesión sin necesidad de altas y bajas
constantes, se reconozca en materia de prestaciones las especificidades 
del empleo intermitente y se garantice un pago de cuotas acorde y
proporcional a los ingresos que hayan percibido. Dentro del régimen
de la Seguridad Social se contemplarán las enfermedades y lesiones
provenientes del desempeño de la labor artística y técnica para crear
un régimen de baja laboral que respete la especificidad de la situación
de estos trabajadores. Con respecto a los trabajadores de la cultura intermitentes, 
recogeremos en el Estatuto la jurisprudencia establecida por las Sentencias 
del Tribunal Supremo de 29/10/97 y 23/09/02,
según las cuales no se requiere el alta en la Seguridad Social, siempre
y cuando la actividad profesional desarrollada no sea la habitual y el
régimen de ingresos derivado se encuentre por debajo del Indicador
Público de Renta de Efectos Múltiples (IPREM). Igualmente, modificaremos 
el régimen de pluriempleo en la Seguridad Social para garantizar una mayor 
reducción de las cuotas en la compensación.

El Estatuto del Artista y del Profesional de la Cultura contemplará 
efectuar modificaciones en el Estatuto de los Trabajadores y la
Ley Orgánica de Libertad Sindical, con el fin de garantizar el efectivo
derecho de los trabajadores intermitentes a estar debidamente representados 
por sindicatos territorial y profesionalmente.

En el marco de este Estatuto y para fomentar la actividad artística sin ánimo de lucro, 
se modificará la Ley de Cooperativas con el
propósito de permitir la creación de cooperativas de trabajo asociado a 
los trabajadores intermitentes, y vincular estos sectores a los
hábitos y formas de la economía social y solidaria."	http://lasonrisadeunpais.es/fb-share/rescate/es/5.2.html
6.1	FAMILIA	Plan de choque por la dignidad de las personas en situación de dependencia y sus familias	"-  Derogar el Real Decreto 20 / 2012 que ha recortado los derechos efectivos y la 
financiación de la Administración General
del Estado a las comunidades autónomas.
-  Reponer el nivel acordado y el 13 % del nivel mínimo de financiación. Para ello, 
la financiación de la Ley de Dependencia
se basará en el coste real de los servicios prestados o de las
prestaciones concedidas y se dividirá en un 50 % a cargo de
la Administración General del Estado y en el 50 % restante a
cargo de las comunidades autónomas con la eliminación del
copago. Una vez implantado el sistema en todos los grados
y niveles, se articulará la financiación de la ley a través de la
Ley Orgánica de Financiación de las Comunidades Autónomas
(LOFCA).
-  Eliminar el «limbo de la dependencia» que afecta a más de
433 000 personas y exigir el cumplimiento de los seis meses
en el procedimiento completo de la ley, para que a todo el que
se le haya reconocido un grado y un nivel que conlleven el derecho a recibir 
las prestaciones y los servicios del sistema se le apruebe el 
Programa Individual de Atención (PIA) y pueda
recibirlos de manera efectiva.
-  Garantizar en los PIA una asistencia personal suficiente y
unos derechos para todos los adultos con planes de vida independiente y en todas las comunidades autónomas."	http://lasonrisadeunpais.es/fb-share/rescate/es/6.1.html
6.2	FAMILIA	Familias monomarentales: por una maternidad independiente y segura	"Pondremos en marcha medidas que garanticen la protección de las
familias de madres solteras con hijos o hijas a su cargo.
Incrementaremos para los beneficiarios actuales el importe de
la prestación de la Seguridad Social por hijo o hija a cargo, hasta 150
euros mensuales, en el caso de las familias monoparentales.

Crearemos una prestación de maternidad no contributiva para
las madres sin recursos que se encuentren en activo con demanda
de empleo.

Garantizaremos la protección de los niños y las niñas frente a los
desahucios y desalojos.

Consideraremos la unidad familiar monoparental a partir de un
hijo como una circunstancia familiar de especial vulnerabilidad.

Por ello, incrementaremos su protección frente a los desahucios;
les facilitaremos la posibilidad de que puedan reestructurar su 
deuda hipotecaria prioritariamente, y ampliaremos la protección de los
niños vulnerables en términos de realojo, para asegurarles una 
alternativa habitacional digna antes de proceder al desalojo."	http://lasonrisadeunpais.es/fb-share/rescate/es/6.2.html
6.3	FAMILIA	Permisos de paternidad y maternidad iguales, obligatorios e intransferibles	"Caminaremos hacia la igualdad de género en el mercado de trabajo
con la reforma del sistema de permisos por nacimiento o adopción,
y con el establecimiento de un calendario que aumente el actual
permiso de paternidad hasta igualarlo con el de maternidad. Para
garantizar la igualdad efectiva de derechos, el permiso debe ser:

-  Igual para cada persona progenitora e intransferible, como
todos los demás derechos laborales y sociales.
-  Pagado al 100 % del salario.
-  Con igual protección del puesto de trabajo durante el ejercicio
de los derechos de maternidad y paternidad.

Incrementaremos, además, las atribuciones de la inspección de 
trabajo y la Seguridad Social en materia de prohibición de las 
discriminaciones en la contratación, en la promoción y en la retribución.
Estableceremos una comisión estatal de seguimiento y control de
los planes de igualdad en las empresas, con capacidad de propuesta
para eliminar las discriminaciones, así como una comisión estatal
de seguimiento de la lucha contra el acoso laboral.

Abordaremos, asimismo, el objetivo específico de la eliminación
de la brecha salarial de género, que actualmente alcanza el 19 % en
nuestro país."	http://lasonrisadeunpais.es/fb-share/rescate/es/6.3.html
6.4	FAMILIA	Pacto de Estado por la infancia	"Desarrollaremos un Pacto de Estado por la Infancia que blinde los
derechos de la infancia y la adolescencia para garantizar la igualdad
de oportunidades entre niñas, niños y adolescentes (dada su condición 
de vulnerabilidad) y reducir la pobreza infantil. Este pacto
comportará, entre otras, la medida siguiente:

Desarrollo de planes específicos de formación y activación del
empleo destinados a fomentar la empleabilidad de los adultos con
niños, niñas o personas dependientes a su cargo, especialmente en
los casos de mujeres con niños a su cargo o adultos de familias monoparentales."	http://lasonrisadeunpais.es/fb-share/rescate/es/6.4.html
7.1	RESCATE EN IGUALDAD	Proteger el derecho a decidir de todas las mujeres	"Derogaremos la reforma de la Ley de Interrupción Voluntaria del
Embarazo para permitir que las menores de edad que sufren abusos y
se encuentran en una situación de vulnerabilidad en sus entornos 
familiares puedan interrumpir su embarazo sin el consentimiento paterno."	http://lasonrisadeunpais.es/fb-share/rescate/es/7.1.html
7.2	RESCATE EN IGUALDAD	Garantía habitacional para las víctimas de violencia machista	"Garantizaremos una alternativa habitacional inmediata, en un plazo 
de treinta días, para las mujeres y los menores que sean víctimas de la 
violencia machista. Asimismo, estableceremos su acceso
prioritario a las prestaciones (adecuadas y suficientes), incluidas en
el Procedimiento de Emergencia Ciudadana sin necesidad de una
denuncia previa y tras un informe de los profesionales cualificados
que están capacitados para atender a las mujeres víctimas de la violencia machista."	http://lasonrisadeunpais.es/fb-share/rescate/es/7.2.html
7.3	RESCATE EN IGUALDAD	Ratificación urgente del Convenio 189 de la Organización Internacional del Trabajo	"Adoptaremos medidas para asegurar la promoción y la protección
efectivas de los derechos humanos de todos los trabajadores y trabajadoras 
domésticos siguiendo las disposiciones del Convenio 189
de la Organización Internacional del Trabajo (OIT)."	http://lasonrisadeunpais.es/fb-share/rescate/es/7.3.html
8.1	RESCATE EDUCATIVO	Derogación de la LOMCE y apertura del debate en la comunidad educativa para una nueva ley	"Derogaremos la Ley Orgánica para la Mejora de la Calidad Educativa
(LOMCE) y promoveremos un amplio debate en la comunidad educativa para 
formular una nueva Ley de Educación que cuente con la mayor
participación y el mayor respaldo posible de la comunidad educativa.

Nuestros objetivos serán:
-  Poner fin a la inestabilidad del sistema educativo español
que, en los últimos treinta y tres años, ha elaborado siete leyes distintas sin contar apenas con la participación de la comunidad educativa.
-  La nueva Ley de Educación buscará el desarrollo personal y
social de las personas a lo largo de toda la vida."	http://lasonrisadeunpais.es/fb-share/rescate/es/8.1.html
8.2	RESCATE EDUCATIVO	Garantizar la sustitución inmediata del profesorado	"Garantizaremos la sustitución inmediata del profesorado con licencia 
por enfermedad, así como del profesorado con licencia por matrimonio o 
pareja de hecho o que soliciten licencias no retribuidas."	http://lasonrisadeunpais.es/fb-share/rescate/es/8.2.html
8.3	RESCATE EDUCATIVO	Plan contra el fracaso escolar	"Promoveremos la implementación de un programa contra el fracaso
escolar y de apoyo en entornos sociales desfavorecidos destinado a
paliar las desigualdades existentes en los distintos centros escolares.

Durante los 100 primeros días de Gobierno iniciaremos una primera fase de 
diagnóstico y evaluación de necesidades en colaboración
con los gobiernos autonómicos, con la finalidad de dotar de servicios y 
recursos de atención social y educativa a los centros de entornos sociales 
desfavorecidos. Igualmente, se analizará la situación de
emergencia en cada caso, en una escala de 1 a 5, para proceder a una
dotación extraordinaria de recursos: profesorado de apoyo, personal
especializado, reducción de la ratio, dotación adicional en nuevas
tecnologías, material escolar para el alumnado, actividades extraescolares 
de refuerzo educativo y programa de apertura de centros."	http://lasonrisadeunpais.es/fb-share/rescate/es/8.3.html
9.1	RESCATE DE LA SALUD	Salud universal	"Cobertura sanitaria universal: derecho a la tarjeta sanitaria para
todas las personas, también para los inmigrantes o emigrantes de
nacionalidad española, quienes pierden el acceso a la cobertura 
sanitaria universal noventa días después de su salida del país.

Derogación del Real Decreto 16 / 2012, de 20 de abril, de medidas
urgentes para garantizar la sostenibilidad del Sistema Nacional de
Salud y mejorar la calidad y seguridad de sus prestaciones, mediante 
el cual se destruyó la universalidad de la asistencia sanitaria en
España."	http://lasonrisadeunpais.es/fb-share/rescate/es/9.1.html
9.2	RESCATE DE LA SALUD	Plan de lucha contra el VIH: información, prevención y atención	"1.  Potenciaremos los programas de ITS / VIH abordando las desigualdades de género.
2.  Facilitaremos el acceso a la prueba rápida del VIH en los entornos no clínicos y apoyaremos a las entidades sociales que
realizan cribados, además de instaurarlos en los centros de
salud.
3.  Incluiremos en los centros educativos programas educativos
integrales sobre el VIH con perspectiva de género.
4.  Garantizaremos el acceso universal de todas las personas a
las carteras de servicios asistenciales de la sanidad pública,
independientemente de su condición laboral o situación administrativa.
5.  Garantizaremos la continuidad de las viviendas de apoyo al tratamiento y 
las viviendas de apoyo a los enfermos de sida como
herramientas indispensables en el tratamiento integral de las
personas con VIH que se encuentran en situación de emergencia
social, así como el refuerzo de los programas de apoyo psicosocial.
6.  Unificaremos los protocolos entre hospitales para evitar la
disparidad de criterios.
7.  Homogeneizaremos y mejoraremos la calidad de la asistencia
en los centros de ITS desde una perspectiva de género.
8.  Impulsaremos medidas que garanticen el tratamiento a las
personas con VIH privadas de libertad."	http://lasonrisadeunpais.es/fb-share/rescate/es/9.2.html
9.3	RESCATE DE LA SALUD	Ley para la Libre Disposición de la Propia Vida	"Aprobaremos una ley que posibilite la libre disposición de la propia vida y 
que regule el marco de la toma de decisiones al respecto.
Igualmente, derogaremos el apartado 4 del artículo 143 del Código
Penal.

Promoveremos un debate entre la ciudadanía y los profesionales de la salud 
sobre el grado de autonomía de las personas en
la toma de decisiones relativa a los últimos momentos de la vida,
acerca del testamento vital y de la muerte digna."	http://lasonrisadeunpais.es/fb-share/rescate/es/9.3.html
10.1	PLAN DE EMERGENCIA EN POLÍTICA EXTERIOR Y DERECHOS HUMANOS	Garantía del derecho de asilo	"-  Promoveremos la adopción de un sistema común de asilo real
y eficaz en el ámbito europeo que ponga fin a la falta de homogeneidad 
en la protección internacional de los refugiados
en los distintos países miembros, así como la creación de una
Agencia Europea de Salvamento.
-  Articularemos canales de entrada seguros y legales al recuperar la 
posibilidad de solicitar asilo diplomático en embajadas
y consulados españoles de terceros países y con la concesión
de visados humanitarios, la eliminación del visado de tránsito para 
quienes huyen de países en conflicto y la agilización
de los procesos de reunificación familiar. Además, crearemos
programas de reasentamiento dignos que aseguren una solución duradera 
y un compromiso de España en función de su
población y de sus recursos.
-  Aprobaremos, de manera urgente, el reglamento de la Ley
de Asilo, y revisaremos el sistema de examen y admisión a
trámite de las solicitudes de asilo, especialmente en aquellas
presentadas por motivos de orientación sexual o identidad
de género, trata o cualquier otro motivo relacionado con el
género (violencia, matrimonios forzados, mutilación genital,
Etcétera)."	http://lasonrisadeunpais.es/fb-share/rescate/es/10.1.html
10.2	PLAN DE EMERGENCIA EN POLÍTICA EXTERIOR Y DERECHOS HUMANOS	Creación de un «Eurogrupo Social»	"Crearemos un «Eurogrupo Social», que estará compuesto por los ministros de 
Empleo y Asuntos Sociales y supervisará los desequilibrios
sociales y la coordinación de las políticas laborales de la zona euro."	http://lasonrisadeunpais.es/fb-share/rescate/es/10.2.html
10.3	PLAN DE EMERGENCIA EN POLÍTICA EXTERIOR Y DERECHOS HUMANOS	Comercio sí, pero para el 99%: no al TTIP	"El Tratado Transatlántico de Comercio e Inversión (TTIP, por sus siglas en inglés) 
es una amenaza a nuestra soberanía, a nuestra democracia, a nuestra economía y 
al Estado de bienestar porque concibe las regulaciones sociales y medioambientales como obstáculos
al comercio. En consecuencia:

-  Nos oponemos a la ratificación de los tratados comerciales TTIP, 
TISA (Acuerdo en Comercio de Servicios) y CETA
(Acuerdo Integral de Economía y Comercio) y estableceremos
un diálogo con otros Gobiernos europeos para que actúen de
la misma manera.
-  Auditaremos y pondremos fin a todos los Acuerdos de
Promoción y Protección Recíproca de Inversiones (APPRI)
que contengan mecanismos secretos de arbitraje privado entre inversores y Estados.
-  Promoveremos la creación de una red internacional de gobiernos e 
instituciones multilaterales ―como la Conferencia de
las Naciones Unidas sobre Comercio y Desarrollo (UNCTAD) y
la OIT―, un cambio en las políticas de comercio e inversión del
Consejo Europeo y una actitud disuasoria para que los países
de la Unión Europea no presionen a terceros para firmar nuevos tratados de comercio e inversión.
-  Elaboraremos un estudio de impacto integral, con participación de la 
sociedad civil, de la política comercial común de la
Unión Europea en España y en el mundo."	http://lasonrisadeunpais.es/fb-share/rescate/es/10.3.html
10.4	PLAN DE EMERGENCIA EN POLÍTICA EXTERIOR Y DERECHOS HUMANOS	Eliminación del secreto bancario privilegiado de los paraísos fiscales	"Exigiremos en los acuerdos internacionales la eliminación del secreto bancario 
privilegiado de los paraísos fiscales, para favorecer
la desaparición de la extraterritorialidad y la deslocalización del capital financiero."	http://lasonrisadeunpais.es/fb-share/rescate/es/10.4.html
10.5	PLAN DE EMERGENCIA EN POLÍTICA EXTERIOR Y DERECHOS HUMANOS	Plan de retorno de emigrantes españoles	"Pondremos en marcha una serie de mecanismos y organismos que
posibiliten el retorno de los emigrantes españoles a partir de un estudio sobre 
la realidad de la emigración española que nos permita conocer sus causas y 
características sociológicas. De este modo
podremos llevar a cabo políticas de retorno que se adecúen a este
fenómeno plural.

Para ello, será necesaria la implicación de las administraciones
locales y de la Oficina de la Emigración, como medios de intercambio 
de información y asistencia para facilitar el proceso de retorno.

Además, se deberá reconocer el acceso a la contratación pública de
la experiencia laboral en el extranjero, así como de los estudios y los
títulos de idiomas emitidos por instituciones oficiales extranjeras.
Asimismo, mejoraremos el sistema de contribuciones para el reconocimiento 
de los años cotizados en países de la Unión Europea,
y equipararemos los derechos de las personas emigradas a los del
resto de españoles en todo lo relativo a servicios sociales (por ejemplo, una vivienda de protección oficial)."	http://lasonrisadeunpais.es/fb-share/rescate/es/10.5.html
10.6	PLAN DE EMERGENCIA EN POLÍTICA EXTERIOR Y DERECHOS HUMANOS	Reconocimiento del Estado palestino	"Reconoceremos a Palestina como Estado de forma inminente y unilateral. 
Creemos que este primer paso es imprescindible, aunque no
el único, para garantizar la paz, el respeto a los derechos humanos
y la seguridad (doctrina de la seguridad humana de la ONU) entre
Israel y Palestina, así como el reconocimiento y disfrute de los derechos nacionales.

Se tratará de un compromiso histórico de nuestro Gobierno no
solo con los palestinos, sino también con la población de nuestro
país. Un compromiso histórico que deberá materializarse en hechos
concretos como primer paso para abordar otros asuntos, por lo que
propondremos que el Consejo de Seguridad de la ONU establezca
un plazo vinculante para que se retomen las negociaciones entre
israelíes y palestinos bajo la supervisión y el control de organismos
multilaterales internacionales.

En el caso de que se produzcan violaciones de derechos humanos, nuestro país 
impulsará la imposición de sanciones frente a las
políticas de ocupación, segregación, discriminación y castigos colectivos 
por parte del Estado de Israel hacia las poblaciones palestinas."	http://lasonrisadeunpais.es/fb-share/rescate/es/10.6.html
11.1	PLAN DE RESCATE DEMOCRÁTICO Y LIBERTADES CIVILES	Modificación del procedimiento de presentación de la Iniciativas Legislativas Populares	"La Junta Electoral Central deberá establecer un procedimiento telemático de 
apoyo a las iniciativas legislativas que facilite la participación."	http://lasonrisadeunpais.es/fb-share/rescate/es/11.1.html
11.2	PLAN DE RESCATE DEMOCRÁTICO Y LIBERTADES CIVILES	Derogación de la ley mordaza	"Derogaremos de manera inmediata la Ley Orgánica 4/2015, de 30 de
marzo, de protección de la seguridad ciudadana, conocida como ley
mordaza, y estableceremos una nueva legislación de seguridad ciudadana 
que facilite el libre ejercicio de los derechos fundamentales
de expresión, reunión y manifestación. Eliminaremos las sanciones
administrativas, sin más restricción que los actos ilícitos cuya gravedad 
los convierta en objeto de sanción en los supuestos sancionados por el Código Penal."	http://lasonrisadeunpais.es/fb-share/rescate/es/11.2.html
11.3	PLAN DE RESCATE DEMOCRÁTICO Y LIBERTADES CIVILES	Eliminación de privilegios de los cargos electos	"Acabaremos con los privilegios de los cargos electos (diputadas,
diputados, senadoras y senadores), tanto de aquellos de los que
gozan durante el ejercicio de sus funciones como de los que les son
atribuidos una vez que han concluido sus respectivos mandatos:

-  Rebajaremos las retribuciones de los miembros electos de
las Cortes, de manera que en ningún caso sea superior a la
de los cuerpos de funcionarios del Estado.
-  Revisaremos los complementos económicos: gastos de representación, libre disposición, indemnizaciones, etcétera.
-  Estableceremos mecanismos de control de las dietas y desplazamientos imprescindibles.
-  Eliminaremos las indemnizaciones por cese, derogaremos
las llamadas «pensiones de oro» de los exparlamentarios,
y equipararemos sus derechos y deberes laborales a los del
resto de las personas trabajadoras."	http://lasonrisadeunpais.es/fb-share/rescate/es/11.3.html
11.4	PLAN DE RESCATE DEMOCRÁTICO Y LIBERTADES CIVILES	Reforma de la Ley General de la Comunicación Audiovisual	"Para actualizar el espacio mediático español a los estándares europeos, 
llevaremos a cabo una reforma de la Ley General de la
Comunicación Audiovisual (LGCA) centrada en cuatro aspectos:

-  Desgubernamentalizar los medios públicos (RTVE, Agencia
EFE, etcétera), y así garantizar su independencia y pluralismo, 
la calidad de sus contenidos y el cumplimiento del derecho de acceso. 
Para ello, fomentaremos las competencias y
la participación de los Consejos de Informativos, un Consejo
Social, el Defensor del Espectador y las áreas de medios interactivos. 
Su presidencia será elegida a través de concurso
público que requerirá la presentación de un proyecto.
-  Llevar a cabo una revisión de los criterios de gestión del espectro 
radioeléctrico para garantizar un reparto más equilibrado
entre los tres sectores de la comunicación (público, comercial
y tercer sector), y conseguir un mejor aprovechamiento de este
espectro (de acuerdo con los estándares europeos) que garantice 
el derecho a la libre competencia y permita mejorar los
indicadores del pluralismo.
-  Reconocer y proteger los medios sociales y comunitarios sin
ánimo de lucro (siguiendo las recomendaciones de la Unesco).
Esto se complementará con la creación de dos Open Channels
de televisión digital terrestre (TDT) y radio con desconexiones 
locales, gestionados en colaboración con dichos medios
como ocurre en Alemania, Noruega o Finlandia.
-  Crear un Consejo del Audiovisual, independiente e integrado en
la Plataforma Europea de Autoridades Reguladoras (EPRA), similar 
a los que existen en algunos países de nuestro entorno."	http://lasonrisadeunpais.es/fb-share/rescate/es/11.4.html
11.5	PLAN DE RESCATE DEMOCRÁTICO Y LIBERTADES CIVILES	Apuesta por las cláusulas sociales y la contratación pública como instrumentos de generación de valor social	"Potenciaremos la aplicación efectiva de cláusulas sociales para el
acceso a los concursos públicos basados en compromisos de creación de empleo, 
desarrollo local, cohesión social y responsabilidad
social corporativa (RSC). Eliminaremos las trabas y condiciones
discriminatorias que puedan impedir o perjudicar la competitividad
de algunas de estas empresas en su acceso a los sistemas de contratación pública, 
a la vez que favoreceremos los sistemas de autorización o licencia 
no sometidos a la normativa de contratación
pública y permitidos en las directivas europeas, para la provisión de
la gestión de servicios sociales públicos o a cargo de entidades sin
ánimo de lucro."	http://lasonrisadeunpais.es/fb-share/rescate/es/11.5.html
12.1	PLAN CONTRA LA CORRUPCIÓN Y PARA LA TRANSPARENCIA INSTITUCIONAL	Plan Nacional contra la Corrupción y para la Transparencia Institucional	"Desarrollaremos un Plan Nacional contra la Corrupción y para la
Transparencia Institucional, que se coordinará a través de un organismo independiente del poder gubernamental.
Dicho organismo estará integrado por la Administración, organizaciones 
no gubernamentales (ONG) y actores relevantes de
la sociedad civil; y su ámbito de actuación abarcará las diferentes
administraciones territoriales del Estado. Sus principales objetivos
serán los siguientes:

-  Promover una mayor implicación de la sociedad civil, así
como de expertos, en el compromiso contra la corrupción.
-  Implementar y perfeccionar mecanismos preventivos que se
adapten a la dinámica realidad delictiva.
-  Dotar de recursos y adaptar las técnicas adecuadas para lograr una persecución eficaz y sostenible.
-  Asegurar una constante formación de los agentes especializados y una mayor coordinación entre ellos.
-  Facilitar la formación entre los funcionarios para la detección
y denuncia de este tipo de conductas.
-  Dotar de mecanismos reales de protección a los denunciantes
de hechos delictivos."	http://lasonrisadeunpais.es/fb-share/rescate/es/12.1.html
12.2	PLAN CONTRA LA CORRUPCIÓN Y PARA LA TRANSPARENCIA INSTITUCIONAL	Contratos administrativos abiertos y accesibles	"Aseguraremos la apertura de toda la información relativa a los procesos 
de contratación pública para facilitar la transparencia y la
rendición de cuentas a través de las siguientes medidas:

-  Crearemos una base de datos de contrataciones y licitaciones.
Todas las empresas enviarán la documentación relacionada
con las contrataciones en formatos abiertos para facilitar su
publicación en la red.
-  Aseguraremos el acceso a la documentación de los contratos
suscritos como mínimo en los últimos cinco años. En ella se
indicará la siguiente información: objeto, importe de la licitación 
y de adjudicación, procedimiento utilizado para contratar,
identidad del adjudicatario, duración, número de licitadores,
criterios de adjudicación, cuadro comparativo de ofertas y sus
respectivas puntuaciones, acuerdos e informes técnicos del
proceso de contratación, modificaciones contractuales, prórrogas 
de los contratos, licitaciones anuladas, resoluciones
anticipadas, datos del registro público de contratos, datos del
registro oficial de licitadores y empresas clasificadas, y acuerdos 
y criterios interpretativos de los órganos consultivos de
Contratación."	http://lasonrisadeunpais.es/fb-share/rescate/es/12.2.html
