id	bloque (no traducir)	titulo	cuerpo	enlace
60	Democracia Económica	Derrogación da reforma do artigo 135 da Constitución española	Derrogaremos e devolveremos ao seu estado anterior o artigo 135 da Constitución española, modificado en 2011, durante o Goberno do Partido Socialista Obreiro Español (PSOE).	http://lasonrisadeunpais.es/fb-share/programa/gl/60.html
61	Democracia Económica	Posta en marcha dunha auditoría da débeda en sede parlamentaria	"Poñeremos en marcha unha auditoría da débeda, e poñeremos un coidado especial ao auditar a débeda contraída como consecuencia do rescate financeiro da UE para, con iso, poder arroxar luz sobre o proceso de crecemento e recomposición interna da débeda que experimentou o noso país nos últimos anos.

A posibilidade desta auditoría está contemplada na propia lexislación europea: o Regulamento 472 / 2013 do Parlamento Europeo e do Consello, do 21 de maio de 2013, expón expresamente que «un Estado membro sometido a un programa de axuste macroeconómico efectuará unha auditoría exhaustiva das súas finanzas públicas a fin, entre outras cousas, de avaliar as razóns polas que se incorreu en niveis excesivos de endebedamento e de detectar calquera posible irregularidade»."	http://lasonrisadeunpais.es/fb-share/programa/gl/61.html
62	Democracia Económica	Reestruturación da débeda pública	"Reestruturaremos a débeda pública vinculada ás axudas públicas ao sector financeiro, o memorando de entendemento e o rescate da Unión Europea. Na devolución dos 60 000 millóns de euros prestados polo Mecanismo Europeo de Estabilidade (MEDE) a España en 2012 para rescatar o sistema financeiro, participarán as propias institucións financeiras, unha vez que se haxan recapitalizado e recibisen outras axudas para garantir a súa estabilidade. Estas deben ser as que, en última instancia, salden devandito préstamo coa Unión Europea, préstamo adiantado ata o momento polos contribuíntes españois.

A reestruturación desta débeda centrarase non tanto nunha redución dos prazos de amortización ou dos tipos de interese acordados, senón nunha redefinición dos pagadores últimos da factura. Tal e como se sinala no apartado de fiscalidade, as entidades financeiras soportarán un «imposto de solidariedade» transitorio para canalizar a devolución dos fondos prestados."	http://lasonrisadeunpais.es/fb-share/programa/gl/62.html
63	Democracia Económica	Reestruturación da débeda hipotecaria dos fogares	"Levaremos a cabo a reestruturación da débeda hipotecaria dos fogares mediante unha redución no valor nominal das hipotecas de primeira vivenda no caso das familias que cumpran certos criterios sociais, como o feito de que todos os seus membros estean en paro e non conten con ningún outro ingreso ou que presenten ingresos inferiores a tres veces o Indicador Público de Renda de Efectos Múltiples (IPREM).

Impulsaremos esta reestruturación cun verdadeiro réxime de segunda oportunidade para persoas físicas e xurídicas que realmente as libere das débedas pasadas unha vez que a situación de quebra sexa efectiva. Para logralo, implantaremos un proceso simplificado de reestruturación e cancelación de débedas, como procedemento sinxelo e accesible, que constará de dúas fases:

-  Fase de conciliación ante unha comisión de endebedamento (similar aos servizos de conciliación laboral) para presentar proposta aos acredores.
-  Fase da vista xudicial, na que o xuíz acordará un plan de pagos a partir da limitación da débeda hipotecaria ao ben hipotecado, con opción de quita ou dación en pago. Con quita axustarase a débeda ao valor do ben hipotecado, mentres que a dación en pago implicará a adxudicación do inmoble ao acredor hipotecario a cambio da cancelación completa da débeda.

Cancelaranse as débedas derivadas dos procedementos de execución anteriores. As débedas que poderán incluírse neste procedemento serán tanto créditos privados como públicos (coa Seguridade Social e con Facenda); e este procedemento será válido así mesmo para autónomos e pequenas empresas.

A partir do anterior regularase a dación en pago retroactiva, pola cal se cancelarán as débedas hipotecarias vivas daquelas persoas que perdesen a súa vivenda ante a imposibilidade de seguir pagando os préstamos."	http://lasonrisadeunpais.es/fb-share/programa/gl/63.html
64	Democracia Económica	Limitación dos incentivos fiscais á débeda empresarial	Limitaremos, mediante un réxime transitorio, os incentivos fiscais á débeda empresarial para conter o excesivo apalancamento.	http://lasonrisadeunpais.es/fb-share/programa/gl/64.html
65	Democracia Económica	Sancións reais e efectivas a quen incumpra a Lei de Morosidade	Interpoñeremos sancións reais e efectivas a quen incumpra a Lei de Morosidade , que fixa en trinta días o prazo máximo para que as administracións paguen aos seus provedores e, no caso do sector privado, un prazo máximo de sesenta días. Nas licitacións públicas será necesario xustificar o cumprimento destes pagos coas empresas subcontratadas.	http://lasonrisadeunpais.es/fb-share/programa/gl/65.html
66	Democracia Económica	Reforzo do apoio á pequena empresa entre as actividades do ICO e a futura banca pública	Reforzaremos o apoio á pequena empresa entre as actividades do Instituto de Crédito Oficial (ICO) e a futura banca pública e, para iso, teremos en conta criterios sociais e estratéxicos. Canalizaremos estes préstamos e investimentos para apoiar a creación de empresas start-up (empresas emerxentes) en sectores intensivos en coñecemento.	http://lasonrisadeunpais.es/fb-share/programa/gl/66.html
67	Democracia Económica	Cotas xustas para os autónomos	Estableceremos cotas á Seguridade Social porcentuais e progresivas en función do rendemento neto para os autónomos que facturen por encima do salario mínimo e un alta gratuíta para aqueles que o fagan por baixo do salario mínimo interprofesional. Estudaremos a equiparación das prestacións do Réxime Especial de Traballadores Autónomos (RETA) ao Réxime Xeral da Seguridade Social. Posibilitaremos o pago trimestral, en lugar de mensual, das cotizacións e só desde o inicio da actividade; e informatizaremos e simplificaremos os trámites. Analizaremos, igualmente, a posibilidade de desenvolver un réxime de cotizacións a tempo parcial, de maneira que se poida estar empregado por conta propia a media xornada.	http://lasonrisadeunpais.es/fb-share/programa/gl/67.html
68	Democracia Económica	Incorporación da voz dos autónomos no diálogo social	Incluiremos aos actores da economía social e aos autónomos nas mesas de diálogo social, a través das organizacións que os representan, para que as súas opinións se teñan en conta nas decisións de grande calado.	http://lasonrisadeunpais.es/fb-share/programa/gl/68.html
69	Democracia Económica	Estudo do desenvolvemento da figura do autónomo de responsabilidade limitada	Estudaremos o desenvolvemento da figura do autónomo de responsabilidade limitada, de modo que todos os autónomos respondan ás posibles débedas unicamente cos bens profesionais que eles decidan asociar á súa actividade e non con todo o seu patrimonio (como ocorre agora).	http://lasonrisadeunpais.es/fb-share/programa/gl/69.html
70	Democracia Económica	Desenvolvemento dunha verdadeira Lei de Segunda Oportunidade, tamén no terreo das PEMES e os autónomos	Impulsaremos esta reestruturación mediante un verdadeiro réxime de segunda oportunidade e un proceso simplificado de reestruturación e cancelación de débedas, tanto para persoas físicas como xurídicas, que realmente as libere de débedas pasadas unha vez que a situación de quebra é efectiva. Os procesos de resolución deberán incluír todas as débedas xeradas na súa actividade anterior, incluídas as débedas coa Seguridade Social e Facenda. Así mesmo, facilitaremos o acceso á asistencia xurídica nos procesos concursais e favoreceremos a mediación extraxudicial.	http://lasonrisadeunpais.es/fb-share/programa/gl/70.html
71	Democracia Económica	Introdución do criterio do IVE de caixa como universal e obrigatorio	Introduciremos o criterio do IVE dado que, tal e como está exposto actualmente, o IVE de caixa non é útil para as PEMES, xa que as grandes empresas rexeitan ás PEMES que o utilizan para poder deducir o IVE antes de pagar as facturas. A única forma de que resulte efectivo é facelo obrigatorio para todas as empresas.	http://lasonrisadeunpais.es/fb-share/programa/gl/71.html
72	Democracia Económica	Fomento da economía social	Incluiremos nun plan de axudas os proxectos cooperativos que cumpran cos requisitos de igualdade, sostenibilidade e innovación, e promoveremos a creación dun servizo público de asesoría para as empresas cooperativas. Reformaremos a Lei de Cooperativas para que sexa suficientemente flexible, eliminando barreiras administrativas e incluíndo figuras como as cooperativas de impulso empresarial e as cooperativas de servizo público. Favoreceremos os procesos de transformación de empresas en crises en cooperativas e sociedades laborais mediante un asesoramento estratéxico e técnico, así como mediante a posibilidade de que os traballadores poidan capitalizar o pago único da prestación por desemprego sen a necesidade de abandonar a produción na empresa.	http://lasonrisadeunpais.es/fb-share/programa/gl/72.html
73	Democracia Económica	Potenciación dunha economía do ben común	Potenciaremos unha economía do ben común por medio da introdución de medidas como un balance de pegadas ecolóxica e social dos produtos e a compra pública ética. Ademais, impulsaremos políticas públicas orientadas ao fomento dun consumo responsable por parte dos consumidores, a partir de accións educativas e de divulgación.	http://lasonrisadeunpais.es/fb-share/programa/gl/73.html
74	Democracia Económica	Apoio á economía colaborativa	Aprobaremos unha lei integral e transversal que regule e poña en equilibrio os intereses de todas as partes implicadas, os seus dereitos e as súas obrigacións (especialmente en materia fiscal e de Seguridade Social). Do mesmo xeito, analizaremos a posibilidade de recoñecer alternativas monetarias (algunhas xa existentes) que poidan ser utilizadas localmente nas transaccións efectuadas por particulares no ámbito da economía colaborativa.	http://lasonrisadeunpais.es/fb-share/programa/gl/74.html
75	Democracia Económica	Fomento do emprendemento en sectores innovadores	Apoiaremos e impulsaremos o emprendemento en sectores innovadores, particularmente na economía dixital, mediante o impulso de hubs (pequenos centros de negocio) e clústeres de innovación. Favoreceremos o acceso a espazos de traballo e de coworking (traballo colaborativo) ás incubadoras de emprendedores e empresas start-up, ata conseguir crear unha rede de espazos de colaboración que permitan a pequenos emprendedores a mutualización de recursos, ofrecer servizos compartidos e facilitar a innovación de forma descentralizada, para que a cidadanía e o tecido produtivo se beneficien diso. Impulsaremos os fondos públicos de investimento nestes sectores e a colaboración público-privada para producir aplicacións dixitais de interese xeral. Por outra banda, regularemos a economía colaborativa para dotala dun marco legal claro e, así mesmo, fomentaremos a incorporación de servizos da economía dixital e colaborativa por parte das administracións (sharing).	http://lasonrisadeunpais.es/fb-share/programa/gl/75.html
76	Democracia Económica	Cotas pesqueiras xustas e responsables	"Desenvolveremos medidas urxentes que abran un diálogo real e equilibrado entre todos os actores implicados no sector da pesca, co fin de mellorar os criterios de transparencia e xestión na repartición de cotas pesqueiras.

Primaremos a responsabilidade e a sostenibilidade na produción, así como os criterios sociais de equidade con quen vive do mar, e avogaremos por unha repartición lineal das capturas con criterios barco / tripulación, non transferible, acorde ao novo marco de repartición de cotas. Flexibilizaremos os pagos de sancións e multas segundo a situación empresarial. Unhas penalizacións por infraccións consistirán basicamente en non permitir saír a faenar por un prazo determinado en función da gravidade da infracción, co fin de aumentar a efectividade das multas e eliminar a sospeita actual da intención recadatoria das sancións."	http://lasonrisadeunpais.es/fb-share/programa/gl/76.html
77	Democracia Económica	Traballo agrario estable	"Modificaremos o Programa de Fomento de Emprego Agrario (PFEA) co obxectivo de garantir o emprego estable e sustentable no medio rural en proxectos agrarios, agroalimentarios e forestais e, así mesmo, noutros sectores vinculados á conservación e o mantemento do territorio e o patrimonio paisaxístico, natural e histórico das zonas rurais.

Acabaremos coa dependencia cidadá e as prácticas clientelares de concellos e empresarios do ámbito agrario grazas á aplicación do programa Pobreza Cero, que universaliza as rendas e posibilita limitar o requisito da firma das peonadas.

Deste xeito, tanto o subsidio como a renda agraria quedarán integrados nunha perspectiva que garantirá unha vida digna para un colectivo especialmente vulnerable como é o dos traballadores agrarios."	http://lasonrisadeunpais.es/fb-share/programa/gl/77.html
78	Democracia Económica	Asignación de 25 000 millóns de euros anuais para un Plan de Benestar Social e Modernización Económica que incluirá unha renda garantida, a mellora salarial e a reversión dos recortes sufridos desde 2010	Aprobaremos un Plan de Benestar Social e Modernización Económica, destinado, por unha banda, a políticas sociais que reforcen o Estado de benestar e os servizos públicos relacionados coa atención ás persoas, e, por outra banda, a investimentos públicos que impulsen a creación de emprego e unha verdadeira transformación da nosa economía. Este plan dotarase cun incremento orzamentario de 25 000 millóns de euros cada ano durante toda a lexislatura. Con iso, aumentaremos nun punto a porcentaxe de gasto do PIB, e converxeremos con Europa en vez de afastarnos máis, como supoñería a redución en catro puntos porcentuais que propón o Partido Popular.	http://lasonrisadeunpais.es/fb-share/programa/gl/78.html
79	Democracia Económica	Aumento de entre 30 000 e 40 000 millóns de euros dos ingresos sobre o PIB	Poñeremos en marcha de forma inmediata unha reforma fiscal progresiva e unha loita decidida contra a fraude fiscal, co fin de elevar ao longo de catro anos de lexislatura a porcentaxe de ingresos sobre o PIB, polo menos entre 30 000 e 40 000 millóns de euros, co que acurtaremos a diferenza coa media europea.	http://lasonrisadeunpais.es/fb-share/programa/gl/79.html
80	Democracia Económica	Modificación do calendario actual de redución do déficit político	Modificaremos o calendario actual de redución do déficit público cunha ampliación do prazo, para facer compatible o principio de estabilidade orzamentaria cos obxectivos de redución do desemprego, de atención ás necesidades sociais e de modernización económica.	http://lasonrisadeunpais.es/fb-share/programa/gl/80.html
81	Democracia Económica	Abandono da política de desvalorización salarial como vía para promover unha mellora da competitividade	Abandonaremos a política de desvalorización salarial como vía para promover unha mellora da competitividade polos seus efectos sociais e económicos negativos. Para iso, derrogaremos as dúas últimas reformas laborais e adoptaremos medidas que favorezan un crecemento suficiente dos salarios e a recuperación da súa capacidade adquisitiva. Tamén reforzaremos o papel da negociación colectiva mediante a derrogación das medidas incluídas na última reforma laboral, incrementaremos o salario mínimo e terminaremos cos recortes salariais no sector público.	http://lasonrisadeunpais.es/fb-share/programa/gl/81.html
82	Democracia Económica	Impulso de una reforma substancial do Pacto de Estabilidade e Crecemento e do Pacto Fiscal	Impulsaremos una reforma en profundidade do Pacto de Estabilidade e Crecemento, para o que eliminaremos o obxectivo de equilibrio orzamentario estrutural e flexibilizaremos os obxectivos de débeda e  déficit, co fin de que se adapten mellor ás  necesidades de cada país. Poñeremos en marcha unha auténtica política fiscal europea: un orzamento común cun peso significativo, un mecanismo de transferencia de recursos entre países en función da súa situación cíclica, a emisión de eurobonos e un maior grado de harmonización en algúns impostos, en particular o de sociedades.	http://lasonrisadeunpais.es/fb-share/programa/gl/82.html
83	Democracia Económica	Garantía dun nivel adecuado de investimento público	Garantiremos un nivel adecuado de investimento público no ámbito nacional (coa introdución dunha «regra de ouro» que non inclúa dito investimento no cómputo do déficit) e no ámbito europeo (para o que haberá que incrementar a contía do Fondo para Investimentos Estratéxicos ata un 5 % do orzamento anual da Unión Europea, desde o 1 % actual).	http://lasonrisadeunpais.es/fb-share/programa/gl/83.html
84	Democracia Económica	Promoción da reforma dos estatutos do Banco Central Europeo	Promoveremos a reforma dos estatutos do Banco Central Europeo (BCE) para incluír entre os seus obxectivos o mantemento dun nivel adecuado de actividade económica e, así mesmo, a creación de emprego, coa intención de incluír ao BCE no conxunto de institucións que aplican a política económica de forma coordinada e baixo un verdadeiro control democrático, e para que poida actuar como prestamista en última instancia das autoridades fiscais.	http://lasonrisadeunpais.es/fb-share/programa/gl/84.html
85	Democracia Económica	Impulso dunha reforma das institucións europeas que democratice a toma de decisións políticas e económicas na eurozona	Impulsaremos unha reforma das institucións europeas que democratice a toma de decisións políticas e económicas na eurozona. O goberno económico da eurozona (o Eurogrupo) é unha entidade que non está obrigada a render contas ante ningunha institución directamente elixida polos cidadáns, nin sequera ante o Parlamento Europeo, polo que apoiaremos a creación dunha cámara parlamentaria da eurozona, formada por representantes dos distintos parlamentos nacionais de acordo con criterios poboacionais e territoriais e, a diferenza do Parlamento Europeo, con verdadeira capacidade lexislativa e de control político.	http://lasonrisadeunpais.es/fb-share/programa/gl/85.html
86	Democracia Económica	Convocatoria dunha conferencia europea de débeda para discutir a reestruturación coordinada das débedas públicas no marco da zona euro	Propoñeremos unha modificación nos prazos de vencemento das débedas europeas en circulación, mediante un troco de bonos que facilite que os vellos títulos sexan substituídos por novos títulos que se manteñan a perpetuidade. O BCE sería a institución que debería adquirir, ao valor nominal, os vellos títulos e trocalos por outros novos, ao 0 % de interese e co obxectivo de mantelos a perpetuidade no seu balance. O BCE debería reestruturar as débedas públicas das economías da zona euro que excedan o 60 % do PIB.	http://lasonrisadeunpais.es/fb-share/programa/gl/86.html
87	Democracia Económica	Adopción de forma inmediata dun plan de choque para erradicar a pobreza e a exclusión infantil en todo o territorio europeo	Adoptaremos de forma inmediata un plan de choque para erradicar a pobreza e a exclusión infantil en todo o territorio europeo, coa aplicación estrita da Carta Social Europea, e cun programa comunitario de vivenda social que inclúa a prohibición dos desafiuzamentos de primeira vivenda no territorio comunitario, unha carta sanitaria europea que garanta o dereito á sanidade pública para todos e todas no territorio da Unión Europea, e a potenciación do espazo europeo de educación e cultura.	http://lasonrisadeunpais.es/fb-share/programa/gl/87.html
88	Democracia Económica	Desenvolvemento dun seguro de desemprego común que complemente os sistemas nacionais e que, en caso de crise, actúe de estabilizador automático	Desenvolveremos un seguro de desemprego común que complemente os sistemas nacionais e que, en caso de crise, actúe de estabilizador automático, ademais de garantir a «portabilidade dos dereitos» dos traballadores europeos.	http://lasonrisadeunpais.es/fb-share/programa/gl/88.html
89	Democracia Económica	Creación dun «Eurogrupo Social»	Crearemos un «Eurogrupo Social», que estará composto polos ministros de Emprego e Asuntos Sociais e supervisará os desequilibrios sociais e a coordinación das políticas laborais da zona euro.	http://lasonrisadeunpais.es/fb-share/programa/gl/89.html
90	Democracia Económica	Prioridade do dereito ao traballo e da creación de emprego	Primaremos  a creación de emprego por encima do resto de obxectivos de política económica. Para iso, impulsaremos o cumprimento do artigo 40.1 da Constitución española que establece o seguinte: «Os poderes públicos promoverán as condicións favorables para o progreso social e económico e para unha distribución da renda rexional e persoal máis equitativa, no marco dunha política de estabilidade económica. De maneira especial realizarán unha política orientada ao pleno emprego». Para impulsar o devandito obxectivo, aplicaremos unha política fiscal expansiva que invista 25 000 millóns de euros ao ano durante a próxima lexislatura e garanta a recuperación de, polo menos, o nivel de ocupación laboral existente antes da crise.	http://lasonrisadeunpais.es/fb-share/programa/gl/90.html
91	Democracia Económica	Incremento gradual do salario mínimo interprofesional ata chegar a 14 pagas de 800 euros ao mes en xaneiro de 2018	Incrementaremos de forma gradual o salario mínimo interprofesional (SMI) ata alcanzar os 800 euros ao mes en 14 pagas ao final dos dous primeiros anos de lexislatura, para asegurar posteriormente a converxencia co 60 % do salario medio que establece a Carta Social Europea. Deste xeito, ao final da lexislatura devandito salario situarase nun mínimo de 950 euros ao mes.	http://lasonrisadeunpais.es/fb-share/programa/gl/91.html
92	Democracia Económica	Pleno cumprimento da normativa laboral	Aseguraremos o pleno cumprimento da normativa laboral e reduciremos a fraude na contratación, principalmente nos contratos temporais, mediante unha maior dotación de medios e facultades á inspección de traballo e un maior nivel de implicación por parte da representación dos traballadores.	http://lasonrisadeunpais.es/fb-share/programa/gl/92.html
93	Democracia Económica	Reequilibrio da negociación colectiva	"Reequilibraremos a negociación colectiva, para o que estableceremos a preeminencia dos convenios sectoriais sobre os de empresa á hora de recoñecer dereitos básicos, e modificaremos as regulación das cláusulas de descolgue dos convenios colectivos. Igualmente, recoñeceremos o grupo empresarial como unidade de negociación; por iso, agruparemos todas as empresas que, cun alto grao de dependencia sobre a empresa principal, participan nun mesmo proceso produtivo. Estableceremos, ademais, un novo réxime de vixencia e prórroga automática dos convenios colectivos, co obxectivo de non debilitar o poder contractual da representación dos traballadores.

Coa finalidade de mellorar a eficacia dos sistemas de representación na empresa, ampliaremos o ámbito de representación a todas as empresas e centros de traballo que carezan de representación unitaria, para establecer un sistema de representación sindical que agrupe a todas as persoas que traballen nun mesmo grupo empresarial.

Finalmente, reforzaremos as garantías para exercer o dereito de folga baixo o principio de autotutelaxe, un obxectivo que se conseguirá mediante a eliminación no Código penal de tipos específicos relacionados co exercicio deste dereito. Con iso, regularemos un sistema de garantías para as persoas que decidan participar nunha folga."	http://lasonrisadeunpais.es/fb-share/programa/gl/93.html
94	Democracia Económica	Novo marco laboral	"Reformaremos a contratación temporal e a tempo parcial cos seguintes obxectivos:

-  Os contratos de obra ou servizo determinado deben converterse de maneira automática en contratos indefinidos cando a súa duración sexa superior a un ano, ou cando se concatene unha sucesión destes contratos durante o devandito período.
-  Os contratos a tempo parcial de tempada deben converterse en contratos fixos descontinuos que garantan o dereito a chamamento
-  Os contratos a tempo parcial deberán incorporar o principio de causalidade referido á xornada necesaria para realizar a tarefa obxecto do contrato, deberán fixar o cómputo da xornada con referencia semanal e deberán establecer un umbral mínimo do 50 % da xornada habitual.

Actualmente, o 76 % das persoas que desempeñan un traballo a tempo parcial son mulleres, e o 60,8 % das mulleres que traballan a tempo parcial o fan involuntariamente. Debemos terminar con este modelo de traballo e garantir a creación de emprego estable e de calidade."	http://lasonrisadeunpais.es/fb-share/programa/gl/94.html
95	Democracia Económica	"Impulso dunha regulación das horas extraordinarias para evitar que se convertan nun
instrumento de distribución irregular da xornada"	"Impulsaremos unha regulación das horas extraordinarias para evitar que se convertan nun instrumento de distribución irregular da xornada e nunha prolongación fraudulenta da xornada de traballo. Dita regulación terá como obxectivos:

-  Prohibir o uso abusivo das horas extraordinarias.
-  Desincentivar as horas extraordinarias estruturais.
-  Dotar de suficientes mecanismos legais aos traballadores para garantir o seu cobro."	http://lasonrisadeunpais.es/fb-share/programa/gl/95.html
96	Democracia Económica	Reforma do despedimento	"• Outorgaremos ao traballador a titularidade da opción en caso de despedimento improcedente.
• Recuperaremos a figura do despedimento nulo por fraude de lei.
• Reformaremos o despedimento por causas económicas, produtivas, técnicas e organizativas, para o que reforzaremos a causalidade, incluiremos a obriga da autorización gobernamental preceptiva para os Expedientes de Regulación de Emprego (ERE) e garantiremos a efectividade do proceso de negociación."	http://lasonrisadeunpais.es/fb-share/programa/gl/96.html
97	Democracia Económica	Impulso dos mecanismos de flexibilidade interna nas empresas	"Impulsaremos os mecanismos de flexibilidade interna nas empresas ante os cambios na demanda e no nivel de actividade económica, para evitar tanto o desemprego coma os axustes a través do salario.

Do mesmo xeito, impulsaremos legalmente os mecanismos de flexibilidade interna (xa existentes pero pouco utilizados) a través da redución da xornada laboral. E para que esta redución da xornada de traballo non se traduza nunha caída salarial paralela, fortaleceremos un mecanismo de axuste que sexa similar ao modelo alemán, no que a perda de xornada laboral vese compensada en termos salariais polo Estado."	http://lasonrisadeunpais.es/fb-share/programa/gl/97.html
98	Democracia Económica	Cara á igualdade de xénero no mercado de traballo: reforma do sistema de permisos por nacemento ou adopción	"Camiñaremos cara á igualdade de xénero no mercado de traballo coa reforma do sistema de permisos por nacemento ou adopción, e co establecemento dun calendario que aumente o actual permiso de paternidade ata igualalo co de maternidade. Para garantir a igualdade efectiva de dereitos, o permiso debe ser:

-  Igual para cada persoa proxenitora e intransferible, como todos os demais dereitos laborais e sociais.
-  Pago ao 100 % do salario.
-  Con igual protección do posto de traballo durante o exercicio dos dereitos de maternidade e paternidade.

Incrementaremos, ademais, as atribucións da inspección de traballo e a Seguridade Social en materia de prohibición das discriminacións na contratación, na promoción e na retribución. Estableceremos unha comisión estatal de seguimento e control dos plans de igualdade nas empresas, con capacidade de proposta para eliminar as discriminacións, así como unha comisión estatal de seguimento da loita contra o acoso laboral.

Abordaremos, así mesmo, o obxectivo específico da eliminación da brecha salarial de xénero, que actualmente alcanza o 19 % no noso país."	http://lasonrisadeunpais.es/fb-share/programa/gl/98.html
99	Democracia Económica	Incremento da participación dos traballadores na xestión das empresas	Impulsaremos unha maior participación dos traballadores na xestión das empresas de máis de cen empregados a través do fortalecemento dos procedementos de información e consulta establecidos no Estatuto dos Traballadores, e mediante a implantación dun sistema similar aos consellos de vixilancia establecidos en Alemaña. Impulsaremos, ademais, unha Lei de participación financeira dos traballadores na empresa que, con carácter voluntario por parte das empresas, permita incorporar algunhas das mellores experiencias de participación dos traballadores que hai en varios países europeos.	http://lasonrisadeunpais.es/fb-share/programa/gl/99.html
100	Democracia Económica	Reforma ou regularización das relacións de traballo paralaborais	Reformaremos ou regularemos as relacións de traballo paralaborais, para o que reconduciremos todo tipo de prácticas en empresas a contratos en prácticas ou de formación, eliminaremos o contrato para emprendedores e axustaremos a figura do traballo autónomo economicamente dependente no Estatuto dos Traballadores.	http://lasonrisadeunpais.es/fb-share/programa/gl/100.html
101	Democracia Económica	Renda Garantida	Crearemos un programa de renda diferencial (complementaria dos ingresos existentes) para todos os fogares con ingresos por debaixo do umbral da pobreza monetaria, para o que aumentaremos a contía da prestación básica por persoa equivalente integrada na unidade de convivencia. A contía inicial establecerase en 600 euros mensuais para as unidades de convivencia dun só membro, e aumentará progresivamente en función do número de membros (35% adicional da renda garantida para o segundo membro, e 20% por cada un dos seguintes) ata un máximo de 1290 euros. Este plan integrará todas as prestacións sociais que se atopen por debaixo dese umbral.	http://lasonrisadeunpais.es/fb-share/programa/gl/101.html
102	Democracia Económica	Programa de Renda Complementaria	Estableceremos un complemento para traballadores con baixa remuneración para eliminar a discriminación que supón a «trampa da pobreza», e para garantir o acceso dos traballadores a niveis suficientes de benestar. Para aqueles beneficiarios da renda garantida que traballen ou atopen emprego, suporía, de feito unha retirada graduada (e non súbita) da prestación conforme vaian aumentando os seus ingresos salariais. O anterior suporá garantir uns ingresos mínimos de 900 euros mensuais para estes traballadores, que tamén se incrementarán co número de membros da unidade de convivencia. Este complemento só será efectivo a partir duns ingresos recoñecidos do traballo por riba de 250 euros, para evitar posibles situacións de fraude.	http://lasonrisadeunpais.es/fb-share/programa/gl/102.html
103	Democracia Económica	Medidas complementarias para atender situacións de urxencia social	Poñeremos en marcha medidas complementarias para atender situacións de urxencia social: desafiuzamentos, gastos de acceso e mantemento na vivenda, pobreza enerxética, gastos necesarios para manter unha vivenda en condicións de dignidade, colectivos en situación de risco de pobreza, etcétera.	http://lasonrisadeunpais.es/fb-share/programa/gl/103.html
104	Democracia Económica	Reversións dos recortes na financiamento da sanidade, a educación e o coidado das persoas, de forma que en marzo de 2018 recuperemos os niveis anteriores á crise	Reverteremos os recortes na financiamento da sanidade, a educación e o coidado das persoas, de forma que nos dous primeiros anos de lexislatura recuperemos os niveis anteriores á crise. A partir dese intre, incrementaremos o gasto por habitante, para o que impulsaremos un proceso de converxencia que reduza un 10% a diferenza en gasto real por habitante coa media da UE-15, co obxectivo de fortalecer e expandir o noso Estado do benestar.	http://lasonrisadeunpais.es/fb-share/programa/gl/104.html
105	Democracia Económica	Universalización do dereito a que os servizos públicos de atención á dependencia proporcionen unha autonomía funcional plena	Universalizaremos o dereito a que os servizos públicos de atención á dependencia proporcionen unha autonomía funcional plena, cun plan de implantación progresiva, e equipararemos, ademais, a situación laboral das empregadas do fogar á do resto de persoas traballadoras de atención á dependencia proporcionen unha autonomía.	http://lasonrisadeunpais.es/fb-share/programa/gl/105.html
106	Democracia Económica	Eliminación de todos os  incentivos ao emprego a tempo parcial e avance cara a progresiva implantación dunha xornada laboral máxima de 35 horas semanais, con cómputo semanal	Eliminaremos todos os incentivos ao emprego a tempo parcial e avanzaremos cara a progresiva implantación dunha xornada laboral máxima de 35 horas semanais, con cómputo semanal. Con estas medidas trataremos de evitar, por unha banda, a dualidade entre xornadas interminables para algunhas persoas (sobre todo homes), unhas xornadas que ademais son incompatibles cunha acaída planificación dos coidados e, por outra banda, o emprego precario a tempo parcial, o subemprego, as interrupcións que impiden un reingreso laboral en boas condicións ou a perda de dereitos sociais para outras (sobre todo mulleres).	http://lasonrisadeunpais.es/fb-share/programa/gl/106.html
107	Democracia Económica	Loita contra a brecha salarial de xénero	Adoptaremos medidas contra a desigualdade retributiva entre homes e mulleres que permitan facer fronte aos diferentes obstáculos cos que se atopan as mulleres á hora de acceder ao mercado laboral, ben sexa por conta allea ou por conta propia. En particular, estableceremos medidas de apoio á participación das mulleres nos consellos de administración semellantes ás introducidas recentemente noutros países do noso contorno, como Francia ou Alemaña.	http://lasonrisadeunpais.es/fb-share/programa/gl/107.html
108	Democracia Económica	Xubilación aos 65 anos e loita contra a perda de poder adquisitivo	Derrogaremos a reforma das pensións que aprobou o Goberno do PSOE en 2010, o que suporá o restablecemento da idade de xubilación aos 65 anos, e derrogaremos a reforma das pensións que aprobou o Goberno do PP en 2014, co que recuperaremos a indexación das pensións ao índice de prezos ao consumo (IPC), de xeito que se garanta ao pensionista cal será a capacidade adquisitiva da súa pensión ao longo de todo o seu ciclo como pensionista. Derrogarase, para isto, a Lei 23 / 2013, do 23 de decembro, reguladora do factor de sustentabilidade e do índice de revalorización do sistema de pensións da Seguridade Social.	http://lasonrisadeunpais.es/fb-share/programa/gl/108.html
