id	bloque (no traducir)	titulo	cuerpo	enlace
112	Democracia Económica	Aumentu de les pensiones non contributives.	Vamos diseñar una estratexa que permita l’aumentu progresivu de les pensiones non contributives a lo llargo de los cuatro años de la llexislatura.	http://lasonrisadeunpais.es/fb-share/programa/ast/112.html
113	Democracia Económica	Eliminación del tope máximu a les cotizaciones de los salarios más altos.	Vamos eliminar el tope máximu a les cotizaciones, ensin necesidá d’incrementar la pensión máxima en proporción similar.	http://lasonrisadeunpais.es/fb-share/programa/ast/113.html
114	Democracia Social	Accesu universal a la tarxeta sanitaria	"Vamos llevar alantre una modificación llexislativa orientada a blindar el calter universal de la sanidá española. Con ello vamos garantizar que’l nuestru sistema de salú cumpla colos derechos humanos:

- Cobertura sanitaria universal: derechu a la tarxeta sanitaria pa toles persones, tamién pa los inmigrantes o emigrantes de nacionalidá española, que pierden l’accesu a la cobertura sanitaria universal noventa díes depués de la salida del país.
- Derogación del Real Decretu 16 / 2012, de 20 d’abril, de midíes urxentes pa garantizar la sostenibilidá del Sistema Nacional de Salú y meyorar la calidá y seguridá de les prestaciones, col que se destruyó la universalidá de l’asistencia sanitaria n’España."	http://lasonrisadeunpais.es/fb-share/programa/ast/114.html
115	Democracia Social	Incrementu del presupuestu públicu en sanidá en 8800 millones d’euros	Frente a los recortes del gastu sanitariu acometíos na última llexislatura, vamos revertir de manera inmediata’l presupuestu anual destináu a gastu sanitariu pa recuperar nel primer añu de llexislatura los niveles de dotación previos al 2012.	http://lasonrisadeunpais.es/fb-share/programa/ast/115.html
116	Democracia Social	Ampliación de la cartera de medicamentos financiaos	Vamos estudiar y evaluar la cartera de medicamentos financiaos pol sistema sanitariu pa dempués proceder a la so ampliación.	http://lasonrisadeunpais.es/fb-share/programa/ast/116.html
117	Democracia Social	Prescripción responsable de medicamentos: un modelu que dispensa dosis y non caxes	Vamos diseñar un plan estatal orientáu al cambiu progresivu nel modelu de prescripción y dispensación de medicines nel sistema públicu. Vamos promover l'apertura de negociaciones conxuntes colos llaboratorios pa la reformulación de los mecanismos d’empaquetáu (monodosis y otres variaciones) y dispensación de medicines, de manera que sía posible prescribir y despachar en tolos puntos autorizaos namás el númberu de dosis necesaries en cada tratamientu.	http://lasonrisadeunpais.es/fb-share/programa/ast/117.html
118	Democracia Social	Universalización de les recetes electróniques: aforru nel tiempu de los profesionales y nel dineru de toos	A iniciativa del Conseyu Interterritorial del Sistema Nacional de Salú, vamos diseñar una plataforma que faiga reconocibles les recetes electróniques de toles comunidaes autónomes nes que yá tán implantaes; y, coles mesmes, vamos ellaborar una propuesta pa incentivar activamente la implantación naquelles comunidaes nes que tovía nun esiste.	http://lasonrisadeunpais.es/fb-share/programa/ast/118.html
119	Democracia Social	Alimentos ensin contaminantes: prohibición del usu de bisfenol A	Vamos Implementar una política activa d’erradicación de productos contaminantes na alimentación. Nesti sentíu, vamos prohibir l'usu del bisfenol A (BPA) na fabricación de cualquier tipu de material que pueda entrar en contactu con alimentos y bébores (fiambreres, lates, mamones, etcétera), pa lo que vamos diseñar una llexislación similar a la desenvuelta en Francia nel 2012.	http://lasonrisadeunpais.es/fb-share/programa/ast/119.html
120	Democracia Social	Llei pa la Llibre Disposición de la Propia Vida 	"Vamos aprobar una llei que faiga posible la llibre disposición de la propia vida y que regule'l marcu de tomar de decisiones al respective. Igualmente, vamos derogar l’apartáu 4 del artículu 143 del Códigu Penal.

Vamos promover un debate ente la ciudadanía y los profesionales de la salú sobre'l grau d'autonomía de les persones na toma de decisiones relativa a los últimos momentos de la vida, sobre’l testamentu vital y de la muerte digna."	http://lasonrisadeunpais.es/fb-share/programa/ast/120.html
121	Democracia Social	Medicamentos: I+D+i y tresparencia	Vamos empecipiar una estratexa estatal orientada a incidir na innovación dientro del ámbitu de les medicines, guiada polos criterios de salvaguarda del derechu a la salú y la cobertura universal de pacientes y enfermedaes. Vamos trabayar pa implementar mecanismos que garanticen precios xustos pa les patentes rexistraes por llaboratorios que reciben financiamientu públicu al traviés del apoyu fiscal a la I+D+i. Vamos buscar víes d’acuerdu colos llaboratorios pa poner fin a la especulación de los precios de les medicines nel mercáu mundial.	http://lasonrisadeunpais.es/fb-share/programa/ast/121.html
122	Democracia Social	Les TIC al serviciu de la salú: creación d’una plataforma dixital estatal d’accesu a les histories clíniques	A propuesta del Conseyu Interterritorial del Sistema Nacional de Salú, vamos dinamizar la plataforma dixital que facilita l’accesu a les histories clíniques de los pacientes a cualquier usuariu autorizáu del sistema sanitariu. Gracies a les tecnoloxíes de la información y de la comunicación (TIC), l’accesu a les histories clíniques va constituir una garantía pa la salú de los pacientes y un mecanismu d’aforru pal sistema, yá que va evitar la duplicación de pruebes innecesaries.	http://lasonrisadeunpais.es/fb-share/programa/ast/122.html
123	Democracia Social	La salú: un enfoque tresversal a toles polítiques públiques	Vamos ellaborar una llínia d'actuación estatal destinada a incorporar la salú como cuestión tresversal a toles polítiques públiques: empléu, vivienda, alimentación, infraestructures, educación, xusticia, infancia, etcétera. Vamos adoptar les propuestes y estratexes de la Organización Mundial de la Salú (OMS) p'actuar de manera integral sobre los determinantes sociales de la salú.	http://lasonrisadeunpais.es/fb-share/programa/ast/123.html
124	Democracia Social	I+D+i: potenciación de les llinies d’investigación y actuación sobre xéneru y salú	Vamos apoyar la creación de llínies d'estudiu y investigación nel campu de la salú y del xéneru. Pa ello, vamos desenvolver llínies d'investigación orientaes a identificar la mediación del xéneru na salú y na enfermedá, como tamién mecanismos que treslladen al sistema sanitariu les principales conclusiones que se deriven de la investigación.	http://lasonrisadeunpais.es/fb-share/programa/ast/124.html
125	Democracia Social	RedETS: evaluación de los programes que lleven más salú a la xente	Vamos ampliar la responsabilidá asumida pola Rede Española d'Axencies d'Evaluación de Tecnoloxíes Sanitaries y Prestaciones del Sistema Nacional de Salú (RedETS) pa compilar, estandarizar y publicar tola información relativa a la evaluación de les polítiques públiques nel campu de la salú.	http://lasonrisadeunpais.es/fb-share/programa/ast/125.html
126	Democracia Social	Un réxime únicu pa toos: la Seguridá Social 	"Vamos poner en marcha un procesu progresivu de converxencia dientro de la Seguridá Social de la multiplicidá de réximes especiales esistentes.

Vamos promover la homoxenización de la cartera de prestaciones pa tol personal funcionario."	http://lasonrisadeunpais.es/fb-share/programa/ast/126.html
127	Democracia Social	Llei de Tresparencia del Sistema Sanitariu 	Vamos aprobar una Llei de Tresparencia del Sistema Sanitariu qu'anime a la participación de los profesionales y la ciudadanía, qu'obligue a la tresparencia na xestión de los recursos y procesos de contratación, qu'evalúe les polítiques públiques sobre salú y xenere mecanismos de rendición de cuentes.	http://lasonrisadeunpais.es/fb-share/programa/ast/127.html
128	Democracia Social	Aprobación d’una «Llei Celiaca»	"Col fin de modernizar una llexislación que quedó obsoleta frente a la meyora de la ciencia médica, comenzaremos por promulgar una Llei Celiaca», yá que los celiacos carecen dificultaes p'acceder a los alimentos básicos que garantiza la Constitución española. Vamos combatir la discriminación llaboral y escolar, tanto nel ámbitu públicu como nel priváu, de les persones que sufren enfermedaes que tienen un tratamientu eficaz, como celiacos y diabéticos.

La «Llei Celiaca» va basase nos principios siguientes:

- Investigación, prevención, promoción y tratamientu relacionáu cola enfermedá celíaca.
- Creación y publicación d’un llistáu d’alimentos ensin gluten, de xestión pública pa evitar clientelismos y especulaciones. Identificación d’esos alimentos y de la publicidá que los da a conocer con un sellu controláu pol Ministeriu de Sanidá, nel que s’especifique l’orixe completamente públicu.
- Inclusión de la opción llibre de gluten en toles acciones del Gobiernu destinaes al apoyu alimentariu de la población.
- Optimización de les estratexes d’intervención sociosanitaria pa garantizar un diagnósticu y un tratamientu precoz de la enfermedá celiaca, como tamién siguimientu adecuáu del paciente.
- Ellaboración d’una guía de buenes práctiques clíniques, publicada y distribuida ente los trabayadores sanitarios, que va revisase y actualizase anualmente.
- Incentivación y promoción de restauranes, chigres y panaderíes pa la ellaboración y venta d’alimentos llibres de gluten.
- Realización de controles periódicos pa la detección de la celiaquía a neños n’edá d’escolaridá obligatoria.

Pa cabu, vamos estudiar distintes ayudes directes a celiacos, independientemente de la edá, en función del so grupu poblacional (families numberoses, paraos y persones que perciban un subsidiu non contributivu, xubilaos, discapacitaos, grupos en riesgu d’exclusión social) y según les normes que determine’l Ministeriu de Sanidá."	http://lasonrisadeunpais.es/fb-share/programa/ast/128.html
129	Democracia Social	Fin de los desapolinamientos y despenalización del usu de viviendes vacies y abandonaes	"Vamos promover una llei orgánica de protección del derechu a la inviolabilidá del domiciliu y prohibición de los desapolinamientos forzosos ensin alternativa habitacional, de mou qu’en nengún casu va poder desapolinar o desallugar a persones en situación de vulnerabilidá, yá sea por impagu d’alquiler o ocupación en precariu motivada pola falta de vivienda, ensin que l’alministración competente garantice un allugu adecuáu.

Vamos trabayar na habilitación de procesos xudiciales garantistes nos casos nos que pudiera producise una restricción del derechu a la inviolabilidá del domiciliu. 

Vamos promover la despenalización del usu de viviendes vacies y abandonaes."	http://lasonrisadeunpais.es/fb-share/programa/ast/129.html
130	Democracia Social	Derechu a la dación en pagu	"Limitación de la responsabilidá del deudor hipotecariu al bien hipotecáu.

Derechu a la dación en pagu con calter retroactivu."	http://lasonrisadeunpais.es/fb-share/programa/ast/130.html
131	Democracia Social	Accesu garantizáu a los suministros básicos 	"Vamos garantizar l’accesu a los suministros básicos como parte del derechu a una vivienda digna y adecuada. Pa facilitar que asina sía, proponemos lo siguiente:

- El derechu al contratu de suministru solo va requerir l’empadronamientu.
- Van impedise los cortes de suministros básicos d’agua, lluz y gas a aquelles persones y unidaes familiares que tean careciendo una situación de vulnerabilidá.
- El pagu de los suministros básicos pa las families en dicha situación va facese según la capacidá adquisitiva de la unidá familiar, respetando siempre los estándares de la Organización de les Naciones Uníes (ONU).
- Los costes asociaos a garantizar esti derechu y la deuda acumulada que nun puedan cubrise poles persones vulnerables van asumilos les empreses suministradores, qu’han cumplir colos estándares de responsabilidá social corporativa impuestos pola llei.

Amás, vamos estudiar la posibilidá de crear una empresa suministradora pública."	http://lasonrisadeunpais.es/fb-share/programa/ast/131.html
132	Democracia Social	Arriendu estable y asequible	"Vamos promover una reforma de la Llei 29 / 1994, de 24 de noviembre, d'arrendamientos urbanos, pa facilitar un arriendu estable y asequible:

- Va regulase l’arriendu pa protexer a la parte en xeneral más débil nos contratos d’arrendamientu: los inquilinos.
- Van introducise mecanismos p’asegurar la renta y la so estabilidá, de manera que s’allargue’l plazu mínimu pa prorrogar l’arriendu de la vivienda habitual hasta los cinco años.
- Cuando l’arrendatariu perteneza a un colectivu especialmente vulnerable y l’arrendador sía un gran propietariu de viviendes (quier dicise, propietariu de polo menos diez viviendes), ha producise una prórroga automática del contratu d’arrendamientu.
- Va garantizase l’arrendamientu social pa les persones deudores de bona fe y les sos unidaes familiares que, depués de ceder o perder n’execución hipotecaria la vivienda única y habitual, nun dispongan d’alternativa habitacional. Los garantes d’esti arrendamientu social han ser los grandes tenedores de vivienda, n’especial les entidaes financieres y filiales inmobi- liaries, los fondos utre y les entidaes de xestión d’activos (incluío los procedentes de la reestructuración bancaria y les entidaes inmobiliaries), que cuenten nes sos manes colos pisos vacios colos que va crease un parque públicu de vivienda n’arrendamientu social, en regulando l’Alministración esti procesu con una llei.
- Igualmente, va regulase por llei’l conceptu d’arrendamientu social, que nun va poder superar el 30 % de la renta familiar (suministros básicos incluío). Tamién, va tenese en cuenta la delimitación del númberu de miembros de la unidá familiar pa reducir la cuantía hasta un umbral sostenible.
- Modificar el procedimientu de desallugu arrendaticiu pa garantizar el derechu de defensa de los inquilinos."	http://lasonrisadeunpais.es/fb-share/programa/ast/132.html
133	Democracia Social	Garantíes de defensa y de prueba nel procedimientu de la execución hipotecaria	Vamos camudar el procedimientu d'execución hipotecaria pa garantizar tolos medios de defensa y de prueba pa la protección del deudor hipotecariu, en cumplimientu de les sentencies del Tribunal de Xusticia de la Unión Europea (ente otros, l'asuntu C-415 / 11, Mo- hamed Aziz contra CatalunyaCaixa, sentencia del 14 de marzu del 2013; y l'asuntu C-169 / 14, Sánchez Morcillo contra BBVA, sentencia del 17 de xunetu del 2014) pa cesar nel incumplimientu de la Directiva 93 / 13 de la Unión Europea sobre les claúsules abusives nos contratos celebrados con consumidores y l'artículu 47 de la Carta de los Derechos Fundamentales de la Unión Europea, como tamién col protocolu facultativu del Pactu Internacional de Derechos Económicos, Sociales y Culturales	http://lasonrisadeunpais.es/fb-share/programa/ast/133.html
134	Democracia Social	Reforma de la Llei 18 / 2007, de 28 d’avientu, del derechu a la vivienda	"Proponemos un conceptu nuevu de planificación de la vivienda con dos grandes novedaes: afecta a la vivienda privada y establécense midíes de fomentu, d’intervención y control del mercáu:
- Crear un conciertu institucional pa establecer directrices na programación en materia de vivienda.
- Regular la composición d'una Mesa de Concertación con representación del Estáu, comunidaes autónomes, conceyos, asociaciones de vivienda pública, tercer sector, inquilinos, etcétera.
- Prohibir la privatización del parque públicu de vivienda n'arriendu.
- Crear figures xurídiques qu'incentiven la cesión n'usufructu de los propietarios a l'Alministración Pública de viviendes pa la creación del parque públicu d'arriendu social (garantía de cobru y conservación).
- Definir el procedimientu sancionador en casu de incumplimientu de la función social de la vivienda por parte de los tenedores de más de diez viviendes, con especial agravante pa les situaciones d'abandonu, pol dañu supón pal derechu a la ciudá y a la convivencia. El procedimientu contemplaría la cesión obligatoria nos casos graves.
- Gravar un impuestu a los tenedores de vivienda vacia. Calcular el porcentaxe de vivienda disponible p’arrendamientu asequible.
- Establecer un marcu de negociación ente l’Estáu, la banca y los fondos, nel que s’esixan, a cambiu de los miles de millones d’euros que costó’l rescate a la banca, delles compensaciones pa poder xenerar el parque de viviendes d’arrendamientu social y asequible.
- Reconocer y promocionar formes nueves de tenencia, como la cesión d'usu, l'usufructu o les cooperatives d'arriendu.
- Promover profesionales y modelos nuevos de xestión pa rellanzar la vivienda pública y xenerar una economía social alredor d’esti bien de primer necesidá, que dexe defender, reforzar o crear (según los casos) entidaes públiques al serviciu de la vivienda; cooperatives de vivienda en réxime de cesión d'usu; empreses privaes, profesionales, ensin ánimu d'arriquecimientu o con ánimu d'arriquecimientu limitáu que xestionen vivienda asequible en consonancia coles polítiques públiques, anque se garantice la so independencia; y entidaes del mesmu tipu que les anteriores, pero que xestionen arriendu social (y que, por ello, requieran y reciban más ayudes públiques pa poder operar).
- Promover les asociaciones d'inquilinos, col fin de defender los intereses d'esti colectivu en relación col mercáu (meyores servicios) y alministraciones (más y meyores ayudes)."	http://lasonrisadeunpais.es/fb-share/programa/ast/134.html
135	Democracia Social	Garantía constitucional de los derechos sociales	Modificaremos l’artículu 53 de la Constitución española pa equiparar los derechos económicos, sociales y culturales a los derechos civiles y políticos.	http://lasonrisadeunpais.es/fb-share/programa/ast/135.html
136	Democracia Social	13 700 millones d’euros pa la enseñanza pública: places escolares gratuites y de proximidá pa tolos neños y toles neñes	"Vamos proceder al incrementu progresivu de la partida destinada a educación a lo llargo de tola llexislatura hasta algamar los 13 700 millones d'euros a la fin de 2020.

Na midida de lo posible, vamos tratar d'algamar l’oxetivu de 15 600 millones d'euros en gastu educativu, lo que nos asitiaría na actual media de gastu de los países de la Organización pa la Cooperación y el Desarrollu Económicos (OCDE), con un 5,6 % del PIB. vamos trabayar pa llograr que, a llargu plazu, el gastu educativu n’España algame'l 7 % del PIB.

Vamos promover la enseñanza pública, gratuita, laica y de calidá como exe vertebrador del sistema educativu, y garantizaremos que, en pasando l'ecuador de la llexislatura, haya places escolares públiques gratuites de proximidá a la casa familiar pa tolos neños y toles neñes:

- La ufierta de places escolares concertaes va siguir financiándose con recursos públicos solo nos casos en que sía necesariu, esto ye, por cuenta d’una insuficiencia de la ufierta na rede pública (col fin de desaniciar estes insuficiencies, va incrementase progresivamente’l porcentaxe de los fondos públicos destinaos a la rede pública).
- Va ofrecese una enseñanza laica, al considerase que les creencies relixoses formen parte de la intimidá de cada persona.
- Fixar la inclusividá, y asegurar la igualdá d’oportunidaes tres la finalización de la etapa obligatoria.
- Promover la creatividá, el pensamientu críticu, l’espíritu solidariu y la fonda respetuosidá colos derechos humanos y el mediu ambiente."	http://lasonrisadeunpais.es/fb-share/programa/ast/136.html
137	Democracia Social	Una Llei d’Enseñanza nueva, que naza del debate y la participación de tola comunidá educativa	"Vamos derogar la Llei Orgánica pa la Meyora de la Calidá Educativa (LOMCE) y vamos promover un ampliu debate na comunidá educativa pa formular una Llei d'Enseñanza nueva que cuente cola mayor participación y el mayor respaldu posible de la comunidá educativa. Los nuesos oxetivos van ser:

Poner fin a la inestabilidá del sistema educativo español que, nos últimos trenta y tres años, ellaboró siete lleis distintes ensin contar apenes cola participación de la comunidá educativa.

La Llei d’Enseñanza nueva va buscar el desarrollu personal y social de les persones a lo llargo de tola vida. Tamién va tar mui presente la enseñanza ambiental como parte del desarrollu curricular de los centros."	http://lasonrisadeunpais.es/fb-share/programa/ast/137.html
138	Democracia Social	Plan Nacional d’Enseñanza Inclusiva	"Vamos ellaborare un Plan Nacional d’Enseñanza Inclusiva que reconoza la diversidá del alumnáu y garantice la plena integración, tanto na enseñanza obligatoria como na postobligatoria.

La escolarización del alumnáu con diversidá funcional ha facese en centros ordinarios, provistos de los recursos materiales y personales necesarios pa la so enseñanza.

Los centros d’educación especial actuales y el so personal han integrase na rede d’enseñanza ordinaria, y van poder establecese como centros de recursos pa la enseñanza especial.

La formación continua del profesoráu en metodoloxíes pedagóxíques innovadores y inclusives han ser d’obligáu cumplimientu. Cada añu va programase la financiación del serviciu en función del númberu d’alumnos y alumnes y del so allugamientu.

Igualmente, vamos establecer un procesu nuevu de baremación de ratios profesionales / alumnos na atención educativa del alumnáu con necesidaes especiales, que tenga en cuenta nun solo’l númberu d’alumnos y alumnes, sinón tamién les característiques personales y familiares, les del centru y, tamién, les característiques sociodemográfiques del entornu del centru. N’última instancia, l’asignación de recursos va facese atendiendo al criteriu de los profesionales de la enseñanza del centru y en nengún casu a criterios únicos de proporción del alumnáu con necesidaes especiales."	http://lasonrisadeunpais.es/fb-share/programa/ast/138.html
139	Democracia Social	Derechu a una enseñanza vehiculada nes llingües cooficiales	"Amás del castellanu, idioma oficial en tol territoriu estatal, esisten otres llingüas con diferente estatus xurídicu nos sos respectivos estatutos d’autonomía. Toes elles, col castellanu, son patrimoniu cultural y llingüísticu de tol Estáu.

Puesto que la ciudadanía tien derechu a que los sos estudios tean vehiculaos neses llingües, ye necesaria la normalización llingüística al traviés del respetu a les decisiones culturales y pedagóxiques qu’adoptaron les diferentes comunidaes autónomes y a la Carta Europea de les Llingües Minoritaries o Rexonales. Por ello, vamos garantizar l’accesu al aprendizaxe nes llingües cooficiales en cualquier territoriu del Estáu, con centros específicos y de la promoción de los intercambios escolares ente comunidaes autónomes. Y va fomentase la identidá cultural col conocimientu de la contorna y la interculturalidá, con un currículu adaptáu a la llingua y cultura de cada territoriu del Estáu español."	http://lasonrisadeunpais.es/fb-share/programa/ast/139.html
140	Democracia Social	Plan d’Aprendizase Integráu de Llingües Estranxeres	"Vamos desenvolver un Plan d'Aprendizaxe Integráu de Llingües Estranxeres pa la educación primaria y secundaria, orientáu a ameyorar l'aprendizaxe de les llingües estranxeres y combatir la segregación social asociada al currículu diferenciáu nos programes actuales.

El plan tendrá de garantizar que nun supón una desigualdá pal alumnáu de distintu orixe social.

El plan va desenvolver en cuatro cursos escolares: nel primer añu va realizase un diagnósticu y una evaluación de la situación actual, y va crease un nuevu plan consensuáu cola comunidá educativa. Nel segundu y el tercer añu va crease un programa pilotu en dellos centros, que va sometese a evaluación. Y, finalmente, nel cuartu añu va espardese a tolos centros escolares del país."	http://lasonrisadeunpais.es/fb-share/programa/ast/140.html
141	Democracia Social	Normalización de les metodoloxíes participatives 	"Vamos promoveremos el desarrollu de nueves práctiques educatives basaes en metodoloxíes actives y participatives del alumnáu, pa lo que se va integrar el conocimientu que l’alumnáu constrúi colectivamente, va potenciase’l desenvolvimientu de les intelixencies múltiples harmonizaes y van xenerase espacios creativos y collaborativos ente alumnáu y profesoráu.

Vamos apostar por que la enseñanza de les artes fortaleza una visión del mundu dende la sensibilidá, la emoción y el desarrollu de la cognición.

Vamos desenvolver un plan estatal pa la promoción de biblioteques d'aula, el software llibre y recursos educativos abiertos, les páxines web y otres formes de almacenaxe d'información y recursos de calter cooperativu. Vamos poner en marcha sistemes pa la tresferencia, extensión y perfeccionamientu de les esperiencies innovadores."	http://lasonrisadeunpais.es/fb-share/programa/ast/141.html
142	Democracia Social	Xeneralización de los centros integraos d’enseñances de réxime xeneral y especial de música y danza 	Vamos espader los centros integraos nos que s’imparten de forma simultánea les enseñances de réxime xeneral y les enseñances de réxime especial de música y danza, y fomentar la normalización de los cuerpos docentes de los conservatorios en toles etapes de la enseñanza artística. Tamién, vamos integrar les enseñances artístiques superiores nel sistema universitariu.	http://lasonrisadeunpais.es/fb-share/programa/ast/142.html
143	Democracia Social	Intelixencia emocional	Vamos incorporar una asignatura sobre intelixencia emocional na Enseñanza Secundaria Obligatoria (ESO), como tamién una estratexa de formación de formadores que permita la incorporación de les ferramientes de la psicoloxía cognitiva, el psicoanálisis y otres rames de la psicoloxía al conxuntu de les estratexes pedagóxiques del aula.	http://lasonrisadeunpais.es/fb-share/programa/ast/143.html
144	Democracia Social	Dotación de mayores competencies a los conseyos escolares	Vamos apoyar que’l conseyu escolar —máximu órganu de gobiernu en cada centru— sía quien escueya al director o directora del centru, participe nel proyectu educativu y nes decisiones de meyora. Esta participación de los conseyos escolares constitúi la mejor garantía de participación democrática de tola comunidá educativa. Los conseyos escolares han ellaborar los reglamentos orgánicos de cada centru cola participación de la comunidá educativa, y van garantizase por una inspección d’educación independiente dafechu.	http://lasonrisadeunpais.es/fb-share/programa/ast/144.html
145	Democracia Social	Sistema nuevu d’accesu a la función pública docente	"Vamos instaurar un sistema d’accesu a la función pública docente nuevu, que tea sustentáu en criterios d’oxetividá y tresparencia, nel que s’evalúen conocimientos específicos d’área o materia, como tamién la capacitación pedagóxica y les habilidaes profesionales, con un ampliu periodu de práctica y una ponderación tanto de los méritos profesionales como académicos. Vamos revisar y crear un modelu nuevu de bolses d’interinaxe, pa lo que vamos dotar a los centros de plantiyes más estables (actualmente ocupen un altu porcentaxe d’inestabilidá llaboral).

Amás, vivimos nun contestu social n’evolución, con cultures en tresformación y innovaciones pedagóxiques, que nun demanda una educación estática. Vamos apostar, por tanto, por unos profesionales preparaos pa la innovación, la evolución, la flexibilidá y la competencia, estableciendo una formación inicial qu’asegure una formación pedagóxica sólida y una práctica adecuada a les nueves metodoloxíes y retos educativos. Entendemos que’l desarrollu profesional ha producise a lo llargo de tola docencia, lo que va favorecer la formación n’igualdá de xéneru y coeducación, n’acosu escolar, en multiculturalidá y nel respetu al medio ambiente, como tamién nel trabayu collaborativu coles families y nel diseñu de programes pa favorecer la equidá."	http://lasonrisadeunpais.es/fb-share/programa/ast/145.html
146	Democracia Social	Disminución de la ratio d’alumnáu por aula 	"Vamos abogar pola disminución de la ratio d'alumnáu per aula pa volver a la situación anterior al 2008, con máximos de 8, 12 o 16 alumnos y alumnes en primer ciclu, y con un máximu de 20 alumnos y alumnes en segundu ciclu. Va buscase l'aproximamientu gradual a les recomendaciones realizaes pola Rede d'Atención a la Infancia de la Comisión Europea: 25 alumnos en primaria y secundaria; 30 alumnos en bachilleratu; 15 alumnos en formación profesional básica, y 25 alumnos nos ciclos formativos de grau mediu y superior.

Vamos recuperar, con calter urxente, les ratios p'abrir y cerrar escueles dientro del mundu rural: 5 pa abrir y 3 pa cerrales.

Vamos Aplicar coeficientes de reducción en función de los alumnos con necesidaes educatives especiales presentes nel aula.

Vamos reducir les hores de docencia directa col fin de facer viable una enseñanza de calidá, que contemple nel horariu del profesoráu los tiempos necesarios pa la coordinación de los equipos y l'investigación y reflexón sobre la práctica docente."	http://lasonrisadeunpais.es/fb-share/programa/ast/146.html
147	Democracia Social	Plan d’Apoyu a Centros y Equipamientos Escolares 	"Vamos ellaborar un plan de centros y equipamientos escolares p’asegurar una ufierta pública en tolos requexos del Estáu:

- El plan va contemplar l’incrementu progresivu presupuestariu necesariu pa que s’aseguren unos requisitos mínimos pa tolos centros escolares del Estáu en dotaciones de recursos materiales y infraestructures. 
- Los centros de nueva construcción contarán con expertos n’enseñanza pa edificar centros escolares adaptaos pa la enseñanza, onde s’atiendan les necesidaes del alumnáu con diversidá funcional y, en definitiva, se garanticen les arquitectures, espacios y tiempos qu’ayuden al bon facer tanto del profesoráu como del alumnáu."	http://lasonrisadeunpais.es/fb-share/programa/ast/147.html
148	Democracia Social	Enseñanza infantil de 0 a 6 años universal y gratuita 	Vamos poner los medios presupuestarios pa ofrecer una enseñanza infantil de 0 a 6 años que sea universal, gratuita y de calidá, y otorga-y una identidá educativa plena y propia nes mesmes condiciones ponderaes que’l restu de les etapes del sistema educativu. Pa ello, vamos ellaborar un proyectu de llei que garantice la estabilidá de la rede d’escueles infantiles públiques y l’accesu de los usuarios n’igualdá de condiciones. Tamién, vamos desenvolver un plan específicu de coeducación en dicha rede, como primer pasu hacia una educación non sexista, y vamos xenerar espacios pa la capacitación en crianza respetuosa y pal acompañamientu a demanda de families y docentes, col oxetivu de desenvolver les sos habilidaes educatives y de relación colos menores. Vamos apoyar especialmente, con calter preventivu y d’intervención social, a les families en situación de vulnerabilidá social.	http://lasonrisadeunpais.es/fb-share/programa/ast/148.html
149	Democracia Social	Formación Profesional realmente gratuita en tolos niveles	"Vamos ampliar la ufierta de Formación Profesional na rede de centros públicos con una planificación que responda a les demandes del mercáu llaboral y al ámbitu territorial, sobre too nel mundu rural, con una dotación abonda de recursos humanos y materiales, pa meyorar los niveles d’enseñanza y la cualificación de la población. Asina, vamos evitar que un númberu abondosu de mozos y moces quede ensin plaza en centros públicos, dqué que sucede na actualidá.

Van regularse los aspectos docentes y llaborales nos convenios de formación en centros de trabayu, de forma que les empreses asuman la so responsabilidá social y l’alumnáu obtenga una remuneración adecuada, col consiguiente beneficiu pa dambos dos. El númberu d’hores de formación en centros de trabayu ha ser el necesariu pa obtener les competencies correspondientes ensin que pueda dir en detrimentu de les hores de formación nel centru educativu. La esperiencia "	http://lasonrisadeunpais.es/fb-share/programa/ast/149.html
150	Democracia Social	Llei d’Universidaes nueva	"Vamos promover una Llei d’Universidaes nueva, qu’incluya la meyora de la financiación, dientro d’un aumentu de la inversión pública n’I+D+i porriba del 2 % del PIB.

Esta llei va complementase con un Estatutu del Personal Docente y Investigador, que contemple la reinserción de la mocedá científico, la estabilidá na carrera docente y investigadora y mecanismos a favor de la igualdá de xéneru.

La calidá de les universidaes básase na del so personal, que va garantizase con una reforma de la evaluación y acreditación que
respete la diversidá d’oxetivos docentes y investigadores y l’autonomía universitaria.

La Llei d’Universidaes va incluir igualmente una reforma de la gobernanza, qu’asegure la participación de la comunidá universitaria y la protexa, como serviciu públicu, d’intereses corporativos internos y externos y que, tamién, garantice la tresparencia na xestión y la rendición de resultaos énte la sociedá (a la que tien de sirvir)."	http://lasonrisadeunpais.es/fb-share/programa/ast/150.html
