id	bloque (no traducir)	titulo	cuerpo	enlace
132	Democracia Social	Alokairu egonkor eta eskuragarria	"Hiri Errentamenduaren, azaroaren 24ko 29/1994 Legearen erreforma sustatuko dugu, alokairu egonkor eta eskuragarria errazteko:

Alokairua araupetu egingo da, errentamendu kontratuetan jeneralean alde ahulena babesteko, hau da, maizterra.

Errentaren egonkortasuna segurtatzeko mekanismoak sartuko dira, ohiko etxebizitzaren alokairuaren luzapenerako gutxieneko epea bost urte arte luzatuz.

Errentaria bereziki ahulenak diren kolektibo baten partaide denean, eta errentatzailea etxebizitzen jabe handia denean (alegia, gutxienez hamar etxebizitzaren jabe), automatikoki egingo da errentamendu kontratuaren luzapena.

Fede oneko zordunei eta haien familia unitateei alokairu soziala bermatuko zaie, hipoteka exekutatzeko prozesuan ohiko etxebizitza eta etxebizitza bakarra eman edo galdu ondoren eta beste bizileku bat izateko aukerarik ez izatekotan. Etxebizitza edukitzaile handiak izango dira alokairu sozial honen berme emaileak, bereziki finantza erakundeak eta higiezinen filialak, putre funts eta kudeaketa aktiboen erakundeak (banku berregituratze eta higiezin entitateetatik datozenak barne), zeinen esku dituzten solairu hutsekin alokairu sozialean etxebizitzen parke publikoa sortuko da, Administrazioak legearen bitartez prozesu hau araupetutakoan.

Halaber, alokairu sozialaren kontzeptua legez arautuko da, familia errenta (oinarrizko hornidurak barne) ezin izango du % 30 gainditu. Bestetik, kontuan izango da familia unitatearen familia kopuru mugaketa ere, zenbatekoa atalase jasangarrira murrizteko.

Errentamendu utzarazpen prozedura aldatzea, maizterren defentsarako eskubidea bermatzeko.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/132.html
133	Democracia Social	Babes eta froga bermeak hipoteka exekutatzeko prozeduran	"Hipoteka zordunaren babeserako hipoteka exekutatzeko prozedura aldatuko dugu babes eta froga baliabide guztiak bermatzeko, Europar Batasuneko Justizia Auzitegiak eman duen epaia betetzeko (besteak beste, C-415/11 gaia, Mohamed Aziz Catalunya Caixaren aurka, 2013ko martxoaren 14an epaitua; eta C-169/14 gaia, Sánchez Morcillo BBVAren aurka, 2014ko uztailaren 17an epaitua) Europar Batasuneko 93/13 Direktiba ez betetzearekin amaitzeko, hots, kontsumitzaileekin egindako kontratuetako abusuzko klausulez eta Europar Batasuneko Oinarrizko Eskubideen Gutunaren 47. Artikuluaz, baita Ekonomia, gizarte eta kultura eskubideen Nazioarteko Itunaren hautazko protokoloarekin ere.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/133.html
134	Democracia Social	Etxebizitza Eskubidearen, abenduaren 28ko, 18/2007 Legearen erreforma	"Etxebizitzaren planifikazio kontzeptu berri bat proposatzen dugu bi berritasun handirekin: etxebizitza pribatuari eragiten dio eta, sustapen, kontu-hartzailetza eta merkatu kontrol neurriak ezartzen dira. 

Etxebizitza kontuetan programazioan arauak ezartzeko kontzertu instituzionala sortu.

Estatua, autonomia erkidego, udalerri, etxebizitza publiko, hirugarren sektore, maizterrak eta abarren ordezkaritzarekin Hitzarmen Mahai bat antolatu.

Alokairuzko etxebizitzen parke publikoaren pribatizazioa debekatu.

Alokairu sozialeko parke publikoaren eratzerako (kobratze eta kontserbazio berma) Etxebizitzen Administrazio Publikora jabeen usufruktua lagatzea sustatzen duten figura juridikoak sortu.

Hamar etxebizitza baino gehiago dituzten edukitzaileen aldetik etxebizitzaren funtzio soziala ez betetze kasuan zehapen prozedura zehaztu, bertan behera uzte egoerentzat astungarri bereziarekin, hiri eta bizikidetza eskubidearentzat dakarren kalteagatik. Kasu larrietarako, prozedurak derrigorrez ematea jasotzen du.

Etxebizitza hutsen edukitzaileei gain-zerga ezarri.

Alokairu eskuragarrian erabiltzeko moduan dauden etxebizitzen ehunekoa kalkulatu.

Estatu, banku eta funtsen arteko negoziazio esparrua eratu, bertan, bankuen erreskaterako erabilitako milaka milioi euroen kostuen nolabaiteko ordainetan, alokairu eskuragarri eta sozialeko etxebizitza parkea sortu dadila exijituz. 

Erabilera lagatze, usufruktu edo alokairu kooperatiba bezalako edukitze modu berriak onartu eta bultzatu.

Profesional berriak eta kudeaketa eredu berriak eragin, etxebizitza publikoari bultzada berria eman eta premia biziko ondasun honen gainean ekonomia soziala sortu, etxebizitzaren zerbitzura dauden entitate publikoak babestu, sendotu edo sortzeko (kasuen arabera) aukera emanez; erabilera lagatzeko erregimenean dauden etxebizitza kooperatibak; enpresa pribatuak, profesionalak, irabazi asmorik gabekoa edo irabazteko asmo mugatuarekin etxebizitza eskuragarria kudeatzen dutenak politika publikoekin bat, nahiz eta bere independentzia bermatuta egon; eta lehenago aipatutako entitate mota, baina alokairu soziala kudeatzen dutenak (eta, horregatik, laguntza publiko gehiago behar izango / jasoko dute jarduteko). 

Maizter elkarteak sustatu, kolektibo honen xedea interesak babestea merkatu (zerbitzu hobeak) eta administrazioekin (laguntza gehiago eta hobeagoak) alderatuz.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/134.html
135	Democracia Social	Eskubide sozialen garantia konstituzionala	"Konstituzioaren 53. artikulua aldatuko dugu eskubide ekonomiko, sozial eta kulturalak eskubide zibil eta politikoekin parekatzeko.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/135.html
136	Democracia Social	13.700 miloi euro hezkuntza publikorako: dohain eta gertuko eskolaratzea neska-mutil guztientzat.	"Hezkuntzara zuzendutako aurrekontu saila mailaka igoko dugu legealdian zehar, 2020ko urte bukaerarako 13.700 miloi euroraino iritsi arte. Hezkuntza gastuetarako 15.600 miloi euroko helburua lortzen saiatuko gara ahal den neurrian. Horrela, Ekonomia Lankidetza eta Garapenerako Antolakundeko (ELGA) estatuen gaur egungo batez besteko gastu mailan jarriko gintuzke, hots, BPGaren % 5,6an. Eta epe luzean hezkuntza gastuak BPGaren % 7ra iris daitezen saiatuko gara.

Doakoa, laikoa eta kalitatezko hezkuntza publikoa sustatuko dugu hezkuntza sistemaren ardatz gisa, eta legealdiaren erdia igaro ondoren, ikasle guztiek etxetik hurbil egongo diren doako eskola publikoak izango dituztela bermatuko dugu:

Itunpeko plazak baliabide publikoekin finantzatzen jarraituko da, baina beharrezkoak direnean soilik, hau da, sare publikoaren eskaintza motz geratzen denean (eskola publikoaren hutsuneak arintzeko asmoz, gero eta handiagoa izango da sare publikora bideratutako funts publikoen portzentajea).

Hezkuntza laikoa eskainiko da, sinesmen erlijiosoak pertsona bakoitzaren intimitateko kontu gisa hartzen baita.

Inklusibitatea ezarri, eta aukera berdintasuna ziurtatu derrigorrezko etapa amaitutakoan.

Sormena, pentsamendu kritikoa eta elkartasunezko espiritua sustatu, baita Giza Eskubide eta ingurumenari errespetu osoa ere.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/136.html
137	Democracia Social	Hezkuntza Lege berria, eskola komunitate osoaren eztabaida eta partaidetzatik jaioa 	"Hezkuntza Kalitatea Hobetzeko Lege Organikoa (LOMCE) indargabetuko dugu, eta Hezkuntza Lege berria egiteko, eskola komunitatearen ahalik eta partaidetza eta babes handiena izango duen eskola komunitateko eztabaida zabala sustatuko dugu. Gure helburuak:

Hezkuntza sistemaren ezegonkortasunari amaiera eman. Izan ere, azken 33 urteotan zazpi lege onartu dira, eskola komunitatearen partaidetza handirik gabe. 

Hezkuntza Lege berriak pertsona guztion garapen pertsonal eta soziala bultzatuko ditu bizitza osoan zehar. Halaber, garrantzi handia izango du ingurumen hezkuntzak, ikastetxeen curriculum garapenaren ardatzetako bat izanik.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/137.html
138	Democracia Social	Hezkuntza Inklusiborako Plan Nazionala	"Ikasleen aniztasuna onartu eta erabateko integrazioa bermatzen duen Hezkuntza Inklusiborako Plan Nazionala landuko dugu, bai derrigorrezko hezkuntzan eta bai ondorengoetan ere.

Dibertsitate funtzionala duten ikasleen eskolaratzea ohiko ikastetxeetan egingo da, horien hezkuntzarako beharrezkoak diren baliabide materialak eta giza baliabideez hornituta. 

Egungo hezkuntza bereziko zentroak eta hauen langileak ohiko irakaskuntza sarean sartuko dira, eta hezkuntza berezirako baliabideak eskaintzen dituzten zentro gisa ezarri ahalko dira.

Irakasleek nahitaez jaso beharko dute etengabeko prestakuntza metodologia pedagogiko berritzaile inklusiboen arloan. Zerbitzuaren finantzazioa ikasleen kopuruaren eta kokapenaren arabera antolatuko da urtero.

Bestetik, profesional/ikasle ratioen baremazio prozesu berria ezarriko dugu hezkuntza arreta behar berezia duten ikasleentzat, ikasle kopuruaz gain aintzat hartu ditzala haien ezaugarri pertsonal eta familiarrak, ikastetxearenak eta, halaber, ikastetxearen ingurune soziodemografikoaren ezaugarriak ere. Azken instantzian, baliabideak esleitzea ikastetxeko hezkuntza profesionalen irizpideak aintzat hartuz egingo da, eta inola ere ez behar berezia duten ikasleen tamainaren araberako irizpide bakarrak jarraituz.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/138.html
139	Democracia Social	Hizkuntza koofizialetan bideratutako hezkuntza eskubidea 	"Estatuko lurralde osoan ofiziala den gaztelaniaz gain, badira bestelako hizkuntzak ere. Bakoitzak bere autonomia estatutuetan estatus juridiko jakin bat du. Guztiak dira, gaztelaniarekin batera, Estatu osoaren kultur eta hizkuntza ondare. 

Herritarrek beraien ikasketak hizkuntza horietan jasotzeko eskubidea dutenez, ezinbestekoa da normalizazio linguistikoa lortzea. Horretarako, errespetua zor zaie autonomia erkidego bakoitzak hartu dituen erabaki kultural eta pedagogikoei, eta Europako Eremu Urriko edo Eskualde Hizkuntzen Gutunari. Horregatik, Estatuko edozein lurraldetako hizkuntza koofizialetan ikasi ahal izatea bermatuko dugu, ikastetxe espezifikoen bitartez eta autonomia erkidegoen artean eskola trukeak sustatuz. Eta kultur nortasuna sustatuko da, ingurunearen ezagueraren eta kultur artekotasunaren bitartez, Estatu espainoleko lurralde bakoitzaren hizkuntza eta kulturara egokitutako curriculumarekin.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/139.html
140	Democracia Social	 Atzerriko Hizkuntzen Ikasketa Integratuen Plana	"Atzerriko Hizkuntzen Ikasketa Integratuen Plana garatuko dugu Lehen era Bigarren Hezkuntzarako, atzerriko hizkuntzen ikasketa hobetzera zuzendua, eta egungo programetan bereizitako curriculumari lotutako segregazio soziala borrokatzeko. 

Plan honek argi bermatu beharko du jatorri sozial desberdinetako ikasleen berdintasuna.

Plana lau ikasturtez garatuko da: lehenengo urtean zehar, egungo egoerari buruzko diagnostikoa eta ebaluazioa egingo da, eta eskola komunitatearekin adostutako plan berri bat sortuko da. Bigarren eta hirugarren urteetan zehar, zenbait ikastetxetan programa pilotua sartuko da, eta dagokion moduan ebaluatuko da. Eta azkenik, laugarren urtean zehar, estatuko ikastetxe guztietara hedatuko da.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/140.html
141	Democracia Social	Parte-hartze metodologien normalkuntza	"Ikasleen parte-hartze metodologia eta metodologia aktiboetan oinarrituriko hezkuntza jardunbide egoki berrien garapena bultzatuko dugu. Horretarako, ikasleriak kolektiboki eraikitzen duen ezaguera integratu eta hainbat adimen bateraturen garapena bultzatuko da, eta ikasle eta irakasleen arteko sormen eta kolaboraziorako guneak sortuko dira.

Artearen irakaskuntzak sentikortasun, zirrara eta kognizioaren garapenetik, munduarekiko ikuskera indartzeko apustua egingo dugu. 

Ikasgelako liburutegiak, software librea, hezkuntza baliabide irekiek, web orriak eta informazioa biltzeko beste moduak, eta izaera laguntzaileko baliabideen sustapenerako estatu mailako plana garatuko dugu. Esperientzia berritzaileen transferentzi, hedapen eta hobekuntzarako bideak ezarriko ditugu.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/141.html
142	Democracia Social	Erregimen orokorreko eta bereziko (musika eta dantza) ikastetxe integratuak hedatzea	"Erregimen orokorreko irakaskuntzak eta musika eta dantza erregimen bereziko irakaskuntzen aldi bereko eskolak ematen dituzten ikastetxe integratuak hedatuko ditugu. Bestetik, kontserbatorioetako irakasleen normalizazioa sustatuko dugu arte hezkuntzaren etapa guztietan. Halaber, goi-mailako irakaskuntza artistikoak unibertsitateko sisteman txertatuko ditugu. 
"	http://lasonrisadeunpais.es/fb-share/programa/eu/142.html
143	Democracia Social	Adimen emozionala	"Derrigorrezko Bigarren Hezkuntzan (DBH) adimen emozionalari buruzko irakasgaia sartuko dugu. Baita prestatzaileen prestakuntzarako estrategia bat ere, psikologia kognitiboa, psikoanalisia eta psikologiaren beste adar batzuen tresnak ikasgelako estrategia pedagogikoetan txertatu ahal izateko.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/143.html
144	Democracia Social	Eskumen gehiago eskola kontseiluentzat 	"Gure esku dagoena egingo dugu Eskola Kontseiluak –ikastetxeko gobernu organo gorena izanik– eskumen gehiago izan ditzan: zentroaren zuzendaria hautatzea, hezkuntza proiektuetan parte-hartzea, eta baita hobekuntza erabakietan ere. Eskola Kontseiluen partaidetza da eskola komunitate osoaren partaidetza demokratikoaren bermerik onena. Eskola Kontseiluek egingo dute ikastetxe bakoitzaren araudi organikoa, eskola komunitatearen partaidetzarekin, eta erabat independentea den hezkuntzako ikuskaritzak bermatua.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/144.html
145	Democracia Social	Irakaskuntzako funtzio publikoan sartzeko sistema berria	"Irakaskuntzako funtzio publikoan sartzeko sistema berria ezarriko dugu, objektibotasun eta gardentasun irizpideak euskarri, bertan arlo edo gaiko berariazko ezagutza ebaluatzeko, baita gaikuntza pedagogikoa eta trebetasun profesionalak ere, praktika aldi luzea eta merezimendu profesional eta akademikoetan arreta jarrita. Bitarteko zerbitzuen poltsen eredu berria berrikusi eta sortuko dugu, horretarako, langileria egonkorragoaz hornituko dira zentroak (gaur egun, lan ezegonkortasun handia dago). 

Gainera, etengabeko bilakaera bizitzen ari den gizartean bizi gara, kulturak eraldatzen eta berrikuntza pedagogikoak agertzen ari dira. Beraz, hezkuntzak ezin du geldirik egon. Horrenbestez, apustu argia egingo dugu berrikuntzarako, eboluziorako, malgutasunerako eta konpetentziarako prest dauden profesionalen alde. Horrenbestez, hasierako formazio egokia ezarriko dugu, formazio pedagogiko sendoa eskaintzeko eta praktika egokiak ziurtatzeko metodologia berrien eta hezkuntza erronken aurrean. Garapen profesionala irakaskuntza osoan zehar egin behar dela irizten diogu. Horrek asko lagunduko du hainbat arlotako prestakuntzan: genero berdintasun eta baterako hezkuntza formazioan, eskola jazarpenean, kultur aniztasunean eta ingurumenaren errespetuan; baita familiekiko elkarlanean eta parekidetasunaren aldeko programen diseinuan.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/145.html
146	Democracia Social	Ikasleen ratioa jaistea ikasgelako	"asd2008a baino lehen zegoen egoerara itzultzeko ahalegina egingo dugu eta, hartara, ratioaren gehiengoa 8, 12 edo 16 ikasleena izango da lehen zikloan eta 20 gehienez bigarrenean. Europako Batzordeko Haurtzaroaren Arreta Sareak egindako gomendioak jarraitzeko hurbiltze graduala bilatuko dugu: Lehen eta Bigarren Hezkuntzan 25 ikasle; batxilergoan 30; 15 Oinarrizko Heziketa Zikloan eta 25 Goi eta Erdi mailako Heziketa Zikloan.

Nekazal munduan eskolak ireki eta ixteko ratioak berreskuratuko ditugu lehenbailehen: 5 irekitzeko eta 3 ixteko.

Murrizketa koefizienteak ezarriko ditugu ikasgeletan heziketa berezien premia dagoenean.

Zuzeneko irakaskuntza orduak murriztuko ditugu kalitatezko heziketa bideragarria egitearren. Irakasleen ordutegian sartuko dira taldeen koordinazioa, ikerketa eta irakaskuntzaren praktikari buruzko gogoeta egiteko denbora.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/146.html
147	Democracia Social	Eskola hornitzeko eta zentroetarako laguntza plana	"Zentro eta eskola hornitze plana landuko dugu Estatuko txoko guztietan eskaintza publikoa berma dadin:

Planean kontuan hartuko da aurrekontuak behar duen gehitze progresiboa, Estatuko eskola guztietan gutxieneko baldintzak berma daitezen, hala nola azpiegituretan eta materialetan.

Eraikuntza berriak egitean kontuan hartuko dira hezkuntza alorreko adituen iritziak, irakaskuntzara egokitzeko, dibertsitate funtzionala duten ikasleen beharrak asetzeko eta, azken finean, ikasle zein irakasleei eginbeharra erraztuko dieten denbora, espazio eta eraikinak bermatzeko.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/147.html
148	Democracia Social	Haur Hezkuntza 0-6 urte, unibertsala eta doakoa	"asd0-6 urte bitarteko Haur Hezkuntza unibertsala, doakoa eta kalitatezkoa eskaintzeko aurrekontuak jarriko ditugu eta hezkuntza identitate osoa eta berezkoa eskainiko diogu gainontzeko heziketa sistemaren etapetako baldintza berak ziurtatuz. Horretarako, lege proiektu bat gauzatuko dugu haur eskola publikoen sareen egonkortasuna ziurtatuko duena eta erabiltzaileen sarbidea bermatuko duena baldintza berdinetan.

Era berean, aipatutako sarean baterako hezkuntza plan zehatz bat garatuko dugu heziketa ez sexista lortzeko bidean lehen urrats gisa, eta errespetuan trebatzeko eta familien eskaeran laguntzeko espazioak sortuko ditugu. Hori guztia heziketa gaitasunak garatzeko eta haurrekiko harremanak hobetzeko.

Arreta berezia jarriko dugu, –bai prebentzio mailan, bai gizarte esku-hartzean ere– gizarte egoera ahulean dauden familien kasuan.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/148.html
149	Democracia Social	Lanbide Heziketa benetan doakoa eta maila guztietan	"Lanbide Heziketaren eskaintza zabalduko dugu ikastetxe publikoen sarean, lan munduan dauden eskaerei erantzuteko asmoz. Lurralde kontuak ere aintzat hartuko dira, batez ere landa-guneetako egoerak. Giza baliabideak eta baliabide materialak ziurtatuko ditugu, hezkuntza eta kualifikazio mailak hobetzeko. Hartara, gaur egun gertatu ohi den arazoa saihestuko dugu: gazte asko plazarik gabe geratzea zentro publikoetan.

Irakaskuntza eta lanbide alderdiak erregulatuko dira lan zentroen formazio hitzarmenenetan; ondorioz, enpresek gizarte ardura bere gain hartuko dute eta ikasleek ordainsari egokia eskuratuko dute, bion mesederako. Lantokietan emandako formazio ordu kopurua zainduko da. Dagokion konpetentziak eskuratzeko adinakoak izan beharko dute, ez gehiago. Eta ezingo dio kalterik eragin ikastetxean eman beharreko ordu kopuruari. Egungo Lanbide Heziketako esperientzia bertan behera geratuko da diseinu berria proposatu arte. Izan ere, ez baititu gutxieneko baldintzak betetzen, ez formazioari dagokionez, ezta lanaren aldetik ere.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/149.html
150	Democracia Social	Unibertsitateen lege berria	"Unibertsitateen lege berria bultzatuko dugu, besteak beste finantziazioa hobetzeko. Adibidez, BPGaren % 2aren gainetik geratuko da Ikerketa, Garapena eta Berrikuntzara (I+G+B) bideratutako inbertsio publikoa.

Lege horrekin batera Irakasle eta ikertzaileen Estatutua eratuko da, hainbat puntu kontuan hartzeko: ikerlari gazteak sartzea bertan, irakaskuntza eta ikerketa karreren egonkortasuna, eta genero berdintasunaren aldeko mekanismoak.

Unibertsitatearen kalitatea bere langileen kalitatean oinarritzen da, eta hori bermatzeko akreditazioaren eta ebaluazioaren erreformari ekin behar zaio, beti ere zorrotz errespetatuz irakaskuntza eta ikerketa xedeen aniztasuna, baita unibertsitatearen autonomia ere.

Bestetik, Unibertsitateen legeak gobernantzaren erreforma ere egingo du, unibertsitate komunitatearen parte-hartzea bermatzeko eta –zerbitzu publikoa denez– barne eta kanpoko interes korporatiboetatik babesteko. Horrekin batera bermatu behar du, baita ere, gestioaren gardentasuna eta gizartearen aurrean emaitzen berri ematen duela (gizarteari zerbitzua emateko jaio baita).
"	http://lasonrisadeunpais.es/fb-share/programa/eu/150.html
151	Democracia Social	Unibertsitatea guztion eskura jartzeko moduko tasak 	"Ezin da gizartea errotik aldatu unibertsitateen parte-hartze nabarmenik gabe. Gure proposamenaren bidez haietan egiten diren zientzia eta irakaskuntza ahaleginaren eta pertsona guztien bizitzan hobekuntzaren arteko ezinbesteko sinergia laguntzen duten baldintzak sortu nahi ditugu. Horregatik, honakoak proposatzen ditugu:

Goi-mailetako ikasketak guztion eskura egotea, tasak murriztuz eta beka gehiago eskainiz, inor ez dadin kanpoan geratu arrazoi sozioekonomikoengatik.

Unibertsitateen gizarte konpromisoa oinarrizkoa izango da, baita titulu mapak eta I+G+Bk pertsonen ongizatera bideratutako ikerketa eta hezkuntza lerroak ezartzea ere. Lerro horiek gizarte osoari onura ekartzeko ahalmena izango dute.

Autonomien eta estatuaren arteko koordinazioa sustatuko da, baita Bigarren Hezkuntza eta Lanbide Heziketako ikastetxeekiko lankidetza ere.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/151.html
152	Democracia Social	Bizitza osoan zeharreko hezkuntza: helduentzako hezkuntza 	"Gaueko, urrutiko eta helduentzako hezkuntzako modalitateetan irakasten duten ikastetxe publikoen kopurua handituko dugu. Helduen Hezkuntza Ikastetxeetan (HHI) eskola ordutegi malguak eta egokiak berreskuratuko ditugu. Honela, nahiz bizitzaren zeharreko hezkuntza nahiz familia eta lan bizitzarako kontziliazioa erraztuko ditugu. Era berean, HHIetan orientabide psikopedagogikoa berreskuratuko dugu, inguruko gizarte eragileekin koordinatuta. 

Pertsona Helduen Heziketako Plan bat ere landuko dugu, besteak beste alfabetatze teknologikoa eta hizkuntzen irakaskuntzak sartuz, gizartearen eskaeraren arabera. Plan honen bidez pertsonala berreskuratuko da, hezkuntzako benetako premien arabera.

Aurreko guztia egiteko kontuan izango da lankidetza eta koordinazio estua behar dela udalerri atxikiekin (Atxikimendu Gutuna), bertako biztanleei begirako elkarlana eginez.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/152.html
153	Democracia Social	Unibertsitate erreforma parte-hartzailea 	"Erreforma honi ekin aurretik unibertsitateko erakundeen parte-hartzea bultzatuko dugu:

Ebaluazio inkesta gehiago egingo dira, kudeaketako maila guztietan eta komunitate unibertsitarioko kide guztien artean.

Kalitate departamentutan ere parte-hartzea sartuko da, eta lankidetza programak egingo dira sektore unibertsitarioen eta beste hezkuntza zentroen artean; baita gizarte zibilarekin ere.

Lankidetza hori sustatuko dugu sistema barruan, unibertsitatearen erreformako partaidetza prozesu bat martxan jarriz, eta aparteko finantziazioa lortzea eta elkarrekin adostutako helburu batzuen lorpena lotuz.

Praktikan, autonomia erkidegoetara transferentzien ondorio den finantziazio orokorrez gain, Estatuak finantziazio osagarri bat jarriko du. Horrela, laguntza berezia emango zaie beraien ikerketen eragin soziala handiagotzea edo familia kontziliaziorako baldintzak, genero berdintasuna, gardentasuna eta erakunde demokratizazioa hobetzeko neurriak ezartzen dituzten unibertsitateei.

Urtean behin berrikusiko da ikastetxe bakoitzarentzat estrategia, adostutako helburuen arabera. Helburu horiek ez dira nahitaez modu berean inplementatu behar; unibertsitate bakoitzaren premien arabera alda daitezke.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/153.html
154	Democracia Social	Gastuen kudeaketarako partzuergo unibertsitarioa 	"Unibertsitate publikoak, autonomia erkidegoak eta Gobernua hartuko lukeen partzuergo bat sortuko dugu, hezkuntza eta ikerketa sistema publikoa indartzeko. Partzuergo honetatik koordinatuko da autonomia eta estatu mailako organo erkidetuen sorrera, zerbitzu eta baliabideen finantziazioan gastuak parteka ditzaten: online harpidetzak, ikerketa azpiegitura handiak, tresneria erosketak, informatika baliabideen optimizazio edo berrikuntza.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/154.html
155	Democracia Social	Unibertsitateko irakasleen prekariotasuna desagertzea	"Birjarpen tasako murrizketak (lehenik %10 eta gero %50) kolpe latza eman dio unibertsitateko hezkuntzaren kalitateari. Egungo egoera larria konpontzeko irakasle kopuru nahikoa berreskuratuko dugu, eta prekarietatea deuseztatuko dugu, hezkuntza kalitateak ez dezan kalterik jasan:

Legealdi bukaerarako ikasle/irakasle erlazioa gaur egungo 13/1etik 10/1era murriztuko dugu.

Unibertsitate batean izan daitekeen irakasle elkartuen gehienezko ehunekoa legez ezarriko dugu (%10). Trataera berezia izango dute adar biosanitarioko graduek, ezaugarri bereziak baitituzte.

Berehala eta baldintzarik gabe igoko dugu birjarpen tasa, azken urteotako irakasle galerak konpentsatu arte. Tasa hori ez da inoiz %100a baino txikiagoa izango.

Hirurogei urtetik gorako funtzionarioen artean borondatezko erretiratze partziala sustatuko dugu. Horrenbestez, ez dugu nahitaez esperientzia pilatua galdu behar langile gazteak sartzeagatik (Late Career Fellowship).
"	http://lasonrisadeunpais.es/fb-share/programa/eu/155.html
156	Democracia Social	Kalitatearen Ebaluaziorako eta Akreditaziorako Agentzia Nazionalaren (ANECA) erreforma	"Irakaskuntza, ikerketa eta ezagutza hedatzeko helburuak bermatzeko ebaluazio sistema erreformatuko dugu, baita irakaskuntzaren berdintasun eta kalitate printzipioak eta unibertsitatearen autonomia bermatzeko ere.

Ebaluazioak unibertsitateko errealitatera egokituko ditugu, unibertsitateko komunitatearen parte-hartzeko mekanismoen bitartez, demokratikoki aukeratutako ordezkarien bidez.

Kanpoko ebaluazioak sartuko ditugu, nazioarteko parametroen araberakoak, orain arte funtzionatu dutenen osagarri, diziplina eta ezagutza arlo bakoitzaren barne logikari egokituak.

ANECAk «Emakumea eta Zientzia» zigilua sortuko du aukera berdintasunaren arloan ibilbide egokia duten zentroak zertifikatzeko. Zigilu hau eskuratzeko behar diren irizpideen artean, hartuko dira kontuan: emakumeen presentzia batzorde zientifiko eta akademikoetan, jazarpenen aurkako protokoloen inplementazioa, eta langileen kontratazioan berdintasun irizpideekin jokatzea kontziliazio gaiei dagokienez.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/156.html
157	Democracia Social	Etxeko lanik gabeko haurtzaro baten alde	"Eskolan sei orduz lanean aritu ondoren, Lehen Hezkuntzako gure haurrek lanaldiari berrekiten diote etxera iristen direnean: zenbait egunetan, guztira, zortzi edo hamar ordutakoa ere izan daiteke lansaio hori. Ikasteko modu ugari dago, ordea: hala nola jolastea, irudimena erabiltzea, sortzea, marraztea edo benetan gozagarriak zaizkien eskolaz kanpoko ekintzak garatzea.

Hori dela eta proposatzen dugu Hezkuntza Legeak gure haurren eskola-orduetatik kanpoko atsedena eta gozamen zoriontsua kontuan hartzea. Hori lortzeko, beste era batzuetako irakaskuntzak eta ikasketak sustatzen dituen hezkuntza-sistema bat diseinatuko dugu.

Helburua eskolako lanak ikastetxean egitea da, eta lan guztiak bertan amaitzeko denbora aski ematea. Etxean, eskolan bukatzerik izan ez dituzten lanak baino ez dituzte egingo eta, beraz, gure haurrek jolasteko denbora izango dute, bai eta beren gurasoekin egoteko ere.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/157.html
158	Democracia Social	Presako neurriak, haur-pobreziaren eta gizarte-bazterketaren aurka	"Haurtzaroaren aldeko Estatu Ituna garatuko dugu, haurren eta nerabeen eskubideak blindatuko dituena. Itunaren xedeak haurren eta nerabeen aukera-berdintasuna bermatzea (beren ahuldade-egoera medio) eta haur-pobrezia murriztea izango dira. Itun horrek neurri hauek jasoko ditu:

-  Errenta bermatua. Gorantz berrikusiko da, familia-unitatean bizi den haur-kopuruaren arabera.

-  Lanbide arteko gutxieneko soldataren igoera progresiboa. 2018rako, hilean zortziehun eurokoa izatea da helburua.

-  Heziketarako eta enplegua aktibatzeko berariazko planen garapena. Planen helburua beren zaintzapean haurrak edo mendekotasun egoeran dauden pertsonak dituzten helduen enplegagarritasuna sustatzea izango da, bereziki haurrak dituzten emakumeena edo guraso bakarreko familietako helduena.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/158.html
